name,location,link,rooms,bathrooms,construction (m2),terrain (m2),divisa,price MP,Delegacion,colonia,gym,pool,pet,garage,elevador,terrace,garden
Precioso Departamento en Polanco en Venta,"socrates, Polanco III Sección, Miguel Hidalgo",/propiedades/precioso-departamento-en-polanco-en-venta-58801419.html,3.0,3.0,190.0,190.0,0,13.86, Miguel Hidalgo,PolancoIIISección,0,0,0,1,1,0,0
"Departamento, San Miguel Chapultepec, Miguel Hidalgo","Luis G Vieyra 41, San Miguel Chapultepec, Miguel Hidalgo",/propiedades/departamento-san-miguel-chapultepec-miguel-hidalgo-57492736.html,2.0,1.0,76.0,76.0,1,2.4, Miguel Hidalgo,SanMiguelChapultepec,0,0,0,1,0,0,0
Departamento en Venta en Escandón,"Maceo 8  , Escandón I Sección , 11800 Miguel Hidalgo, Ciudad de México, México, Escandón, Miguel Hidalgo",/propiedades/departamento-en-venta-en-escandon-58801567.html,2.0,2.0,106.0,106.0,1,5.29, Miguel Hidalgo,Escandón,0,0,0,1,0,0,0
Precioso y Muy Amplio de Partamento en El Corazon de La Napoles,"IDAHO 10, Napoles, Benito Juárez",/propiedades/precioso-y-muy-amplio-de-partamento-en-el-corazon-de-57634438.html,3.0,3.0,159.0,159.0,1,7.2, Benito Juárez,Napoles,0,0,0,1,1,0,1
"Departamento en Arquimedes, Entre Mazaryk y Homero. Excelente Ubicacion","ARQUIMEDES, Polanco, Miguel Hidalgo",/propiedades/departamento-en-arquimedes-entre-mazaryk-y-homero.-57792162.html,3.0,2.0,195.0,195.0,1,9.5, Miguel Hidalgo,Polanco,0,0,0,0,1,0,0
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801275.html,2.0,1.0,72.0,72.0,1,2.3875, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801277.html,2.0,1.0,72.0,72.0,1,2.74307, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801278.html,2.0,1.0,72.0,72.0,1,2.74307, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Nuevo Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-nuevo-departamento-alcaldia-iztacalco-58801285.html,2.0,1.0,72.0,72.0,1,2.74307, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Departamento Alcaldía Iztacalco,"Coruña, Viaducto Piedad, Iztacalco",/propiedades/venta-de-departamento-alcaldia-iztacalco-58801286.html,2.0,1.0,72.0,72.0,1,2.58643, Iztacalco,ViaductoPiedad,0,0,0,0,0,0,1
Venta de Nuevo Departamento Colonia Asturias 401,"asturias, Asturias, Cuauhtémoc",/propiedades/venta-de-nuevo-departamento-colonia-asturias-401-58801289.html,2.0,1.0,75.0,75.0,1,2.7602700000000002, Cuauhtémoc,Asturias,0,0,0,1,0,0,1
Venta de Nuevo Departamento Colonia Asturias 301,"asturias, Asturias, Cuauhtémoc",/propiedades/venta-de-nuevo-departamento-colonia-asturias-301-58801291.html,2.0,1.0,75.0,75.0,1,2.7602700000000002, Cuauhtémoc,Asturias,0,0,0,1,0,0,1
Vendo Precioso Departamento Insurgentes Sur y Manacar,"Av. Insurgentes Sur 1425  , Insurgentes Mixcoac , 03920 Benito Juárez, Ciudad de México, Mexico, Insurgentes Mixcoac, Benito Juárez",/propiedades/vendo-precioso-departamento-insurgentes-sur-y-manacar-58801527.html,1.0,1.0,61.0,61.0,1,4.1, Benito Juárez,InsurgentesMixcoac,1,1,0,1,0,0,1
Departamento en Venta en del Valle Centro,"Enrique Rebsamen 1136  , Del Valle Centro , 03100 Benito Juárez, Ciudad de México, México, Del Valle, Benito Juárez",/propiedades/departamento-en-venta-en-del-valle-centro-58801552.html,2.0,2.0,131.0,131.0,1,6.67335, Benito Juárez,DelValle,0,0,0,1,0,0,0
A Estrenar 4to Piso Sn Elevador Muy Bien Ubicado,"ROSSINI 71  , Ex-Hipódromo de Peralvillo , 06250 Cuauhtémoc, Ciudad de México, México, Ex-Hipódromo de Peralvillo, Cuauhtémoc",/propiedades/a-estrenar-4to-piso-sn-elevador-muy-bien-ubicado-58801670.html,2.0,1.0,60.0,60.0,1,1.35, Cuauhtémoc,Ex-HipódromodePeralvillo,0,0,0,1,0,0,0
Departamento en Venta en del Valle Centro,"Enrique Rebsamen 1136  , Del Valle Centro , 03100 Benito Juárez, Ciudad de México, México, Del Valle, Benito Juárez",/propiedades/departamento-en-venta-en-del-valle-centro-58801675.html,2.0,2.0,76.0,76.0,1,4.063325, Benito Juárez,DelValle,0,0,0,1,0,0,0
Departamento en Renta Santa Fe,"Carretera México-Toluca 5454, El Molino, Cuajimalpa de Morelos",/propiedades/departamento-en-renta-santa-fe-58801640.html,3.0,2.0,144.0,144.0,1,6.6, Cuajimalpa de Morelos,ElMolino,1,1,0,1,0,0,0
Departamento en Venta en Doctores,"Doctores, Cuauhtémoc",/propiedades/departamento-en-venta-en-doctores-58244253.html,2.0,1.0,59.0,59.0,1,2.477, Cuauhtémoc,Doctores,0,0,0,0,0,0,0
Departamento Nuevo a 2 Cuadras de Polanco,"Thiers 107, Anzures, Miguel Hidalgo",/propiedades/departamento-nuevo-a-2-cuadras-de-polanco-58074829.html,3.0,2.0,100.0,100.0,1,7.05, Miguel Hidalgo,Anzures,0,0,0,1,1,0,1
Se Vende Departamento en Conjunto Residencial Marina,"Av. Marina Nacional esq. Mar Negro 1 ""Conjunto Residencial Marina"", Tacuba, Miguel Hidalgo",/propiedades/se-vende-departamento-en-conjunto-residencial-marina-58112808.html,2.0,1.0,55.0,55.0,1,2.1, Miguel Hidalgo,Tacuba,1,0,0,1,1,0,0
Excelente Departamento Catalogado por El Inba,"Newton 48, Polanco, Miguel Hidalgo",/propiedades/excelente-departamento-catalogado-por-el-inba-58172118.html,2.0,2.0,161.0,161.0,1,13.5, Miguel Hidalgo,Polanco,0,0,0,1,0,0,1
"Cómodo Departamento en ""Residencial San Isidro"", Azcapotzalco","Renacimiento 120, Azcapotzalco, Azcapotzalco",/propiedades/comodo-departamento-en-residencial-san-isidro-58433899.html,2.0,2.0,69.0,69.0,1,2.049, Azcapotzalco,Azcapotzalco,0,0,0,1,1,0,0
Excelente Desarrollo con Inmejorables Acabados en Col. Anzures,"Anzures, Miguel Hidalgo",/propiedades/excelente-desarrollo-con-inmejorables-acabados-en-col.-58523220.html,2.0,2.0,96.0,110.0,1,6.909298, Miguel Hidalgo,Anzures,0,0,0,1,0,1,0
"Departamento en Venta en Col. Anahuac, a 10 Mins de Polanco","Lago Cuitzeo 54, Anahuac, Miguel Hidalgo",/propiedades/departamento-en-venta-en-col.-anahuac-a-10-mins-de-58540055.html,2.0,1.0,65.0,65.0,1,1.9480000000000002, Miguel Hidalgo,Anahuac,0,0,0,1,0,0,0
Departamento Mexico - Tacuba,"Guayaqui, Torre Blanca, Miguel Hidalgo",/propiedades/departamento-mexico-tacuba-58801263.html,2.0,1.0,77.0,77.0,1,2.5772150000000003, Miguel Hidalgo,TorreBlanca,0,0,0,0,0,0,1
Departamento en Venta en Bosques de Las Lomas,"Cidros, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-en-bosques-de-las-lomas-58802223.html,3.0,3.0,311.0,311.0,0,15.84, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
737 - Excelente Departamento en Una de Las Mejores Calles de Polanco,"Polanco, Miguel Hidalgo",/propiedades/737-excelente-departamento-en-una-de-las-mejores-57923364.html,3.0,3.0,260.0,260.0,1,15.0, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
"Depa Lujo - Pantalla Samsung Qled 4k Smart Tv 65"" Regalo","Condesa, Condesa, Cuauhtémoc",/propiedades/depa-lujo-pantalla-samsung-qled-4k-smart-tv-65-58772669.html,2.0,2.0,81.0,81.0,1,7.200717, Cuauhtémoc,Condesa,1,1,1,0,0,0,0
Remate Bancario Depto. Pensil Norte,"Pensil Norte, Miguel Hidalgo",/propiedades/remate-bancario-depto.-pensil-norte-57478013.html,2.0,1.0,55.0,55.0,1,0.5515, Miguel Hidalgo,PensilNorte,0,0,0,0,0,0,0
Cumbres de Santa Fe. Parque Reforma,"av de los poetas, Santa Fe, Alvaro Obregón",/propiedades/cumbres-de-santa-fe.-parque-reforma-57528522.html,3.0,3.0,313.0,313.0,1,24.0, Alvaro Obregón,SantaFe,0,1,0,0,0,0,0
Mar Mármara Estrena Departamento Popotla,"MAR MARMARA 407, Popotla, Miguel Hidalgo",/propiedades/mar-marmara-estrena-departamento-popotla-57482775.html,2.0,2.0,97.0,97.0,1,3.5, Miguel Hidalgo,Popotla,0,0,0,1,1,0,0
"Departamento en Santa Fe, Cosmocrat","Santa Fe, Alvaro Obregón",/propiedades/departamento-en-santa-fe-cosmocrat-57487608.html,1.0,1.0,60.0,60.0,1,3.6, Alvaro Obregón,SantaFe,1,1,1,0,0,0,1
Exclusiva Preventa Loft en Colonia Roma Sur,"Roma, Cuauhtémoc",/propiedades/exclusiva-preventa-loft-en-colonia-roma-sur-57483436.html,2.0,2.0,195.0,195.0,1,11.225, Cuauhtémoc,Roma,0,0,0,1,0,0,0
Exclusiva Preventa Loft en Colonia Roma Sur,"Roma, Cuauhtémoc",/propiedades/exclusiva-preventa-loft-en-colonia-roma-sur-57483457.html,2.0,2.0,145.0,145.0,1,8.39, Cuauhtémoc,Roma,0,0,0,1,0,0,0
Venta Divino Departamento Tres Picos,"Tres Picos, Polanco, Miguel Hidalgo",/propiedades/venta-divino-departamento-tres-picos-57483766.html,3.0,4.0,250.0,250.0,0,33.0, Miguel Hidalgo,Polanco,1,1,0,1,0,0,0
Departamento en La del Valle,"MIGUEL LAURENT, Del Valle, Benito Juárez",/propiedades/departamento-en-la-del-valle-57483768.html,3.0,2.0,240.0,240.0,1,7.8, Benito Juárez,DelValle,0,0,0,1,1,0,0
Cdmx Depto en 1er Piso. Remodelado,"Valle Gómez, Venustiano Carranza",/propiedades/cdmx-depto-en-1er-piso.-remodelado-57483779.html,2.0,1.0,63.0,63.0,1,1.23, Venustiano Carranza,ValleGómez,0,0,0,0,0,0,0
Departamento en Remate Calzada del Hueso 334,"Calzada del Hueso 334, Ex-Hacienda Coapa, Coyoacán",/propiedades/departamento-en-remate-calzada-del-hueso-334-57478799.html,3.0,2.0,153.0,153.0,1,3.94, Coyoacán,Ex-HaciendaCoapa,0,0,0,0,0,0,0
Se Vende Departamento Para Remodelar Tizapan,"Tizapan, Alvaro Obregón",/propiedades/se-vende-departamento-para-remodelar-tizapan-57478825.html,3.0,2.0,155.0,155.0,1,4.5, Alvaro Obregón,Tizapan,0,0,0,1,0,0,0
Departamento en Venta Gran Oportunidad,"Eje Central Lázaro Cárdenas, Algarin, Cuauhtémoc",/propiedades/departamento-en-venta-gran-oportunidad-57483842.html,2.0,1.0,60.0,305.0,1,0.6527149999999999, Cuauhtémoc,Algarin,0,0,0,0,0,0,0
Departamento Gran Oportunidad Mineria 5,"Mineria 5 Departamento, Escandón, Miguel Hidalgo",/propiedades/departamento-gran-oportunidad-mineria-5-57478904.html,3.0,1.0,65.0,65.0,1,1.0, Miguel Hidalgo,Escandón,0,0,0,0,0,0,0
Hermoso Garden House en Venta Polanco,"Polanco, Miguel Hidalgo",/propiedades/hermoso-garden-house-en-venta-polanco-57483881.html,3.0,3.0,230.0,230.0,1,13.5, Miguel Hidalgo,Polanco,0,0,0,1,0,1,0
Oportunidad a Unas Cuadras del Metro Division Delnorte,"Santa Cruz Atoyac, Benito Juárez",/propiedades/oportunidad-a-unas-cuadras-del-metro-division-delnorte-57479981.html,2.0,1.0,75.0,291.0,1,1.3978, Benito Juárez,SantaCruzAtoyac,0,0,0,0,0,0,0
"Paseo de Los Encinos, Col. Paseos de Taxqueña. Remodelado, 2 Recámaras, 2 Autos","Paseos de Taxqueña, Coyoacán",/propiedades/paseo-de-los-encinos-col.-paseos-de-taxquena.-57485554.html,2.0,1.0,70.0,70.0,1,2.85, Coyoacán,PaseosdeTaxqueña,1,0,0,1,0,0,0
Departamento en Venta en La Condesa,"Amsterdam, Hipódromo Condesa, Cuauhtémoc",/propiedades/departamento-en-venta-en-la-condesa-57480880.html,2.0,2.0,122.0,122.0,1,8.1, Cuauhtémoc,HipódromoCondesa,0,0,0,1,0,0,1
Departamento en Venta en La Condesa,"Amsterdam, Hipódromo Condesa, Cuauhtémoc",/propiedades/departamento-en-venta-en-la-condesa-57480880.html,2.0,2.0,122.0,122.0,1,8.1, Cuauhtémoc,HipódromoCondesa,0,0,0,1,0,0,1
"Departamento a 5 Min de Santa Fe, Stampa Residencial","Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/departamento-a-5-min-de-santa-fe-stampa-residencial-57485956.html,2.0,2.0,90.0,90.0,1,5.6, Cuajimalpa de Morelos,SantaFeCuajimalpa,0,1,0,1,0,0,0
Departamento 001 Venta Tonala Roma Norte Condesa,"Tonala, Roma Norte, Cuauhtémoc",/propiedades/departamento-001-venta-tonala-roma-norte-condesa-57486070.html,3.0,4.0,193.0,193.0,1,13.732076999999999, Cuauhtémoc,RomaNorte,0,0,1,1,0,0,1
Departamento 202 Venta Tonala Roma Norte Condesa,"Tonala, Roma Norte, Cuauhtémoc",/propiedades/departamento-202-venta-tonala-roma-norte-condesa-57486083.html,2.0,3.0,112.0,112.0,1,7.958112, Cuauhtémoc,RomaNorte,0,0,1,0,0,0,0
Departamento Gran Oportunidad,"Estrella 11, San Nicolás Tolentino, Iztapalapa",/propiedades/departamento-gran-oportunidad-57490754.html,2.0,2.0,55.0,1000.0,1,0.511881, Iztapalapa,SanNicolásTolentino,0,0,0,0,0,0,0
"Granada, Miguel Hidalgo. Departamento en Venta","Lago Tanganica, Granada, Miguel Hidalgo",/propiedades/granada-miguel-hidalgo.-departamento-en-venta-57490774.html,2.0,2.0,90.0,90.0,1,6.0, Miguel Hidalgo,Granada,0,0,0,1,0,0,0
Del Valle Capulin Pent House Espectacular 290 m² Super Ubicado,"CAPULIN, Del Valle, Benito Juárez",/propiedades/del-valle-capulin-pent-house-espectacular-290-m-sup2-57486344.html,3.0,4.0,290.0,290.0,1,12.29, Benito Juárez,DelValle,0,0,0,1,0,0,1
Acogedor Departamento Para Venta en La Nápoles,"louisiana 170, Napoles, Benito Juárez",/propiedades/acogedor-departamento-para-venta-en-la-napoles-57481470.html,2.0,2.0,70.0,70.0,1,3.93, Benito Juárez,Napoles,0,0,0,1,0,0,0
Departamento en Venta,"Polanco IV Sección, Miguel Hidalgo",/propiedades/departamento-en-venta-57481510.html,3.0,3.0,220.0,220.0,1,14.0, Miguel Hidalgo,PolancoIVSección,0,1,0,1,1,1,0
Dpto en Remate Bancario Excelente Zona de Cdmx,"Cuauhtémoc, Cuauhtémoc",/propiedades/dpto-en-remate-bancario-excelente-zona-de-cdmx-57481527.html,3.0,1.0,160.0,609.0,1,1.10912, Cuauhtémoc,Cuauhtémoc,0,0,0,0,0,0,0
Venta PH en Lomas de Chapultepec,"MONTE CHIMBORAZO, Lomas de Chapultepec, Miguel Hidalgo",/propiedades/venta-ph-en-lomas-de-chapultepec-57486746.html,3.0,3.0,300.0,300.0,1,13.0, Miguel Hidalgo,LomasdeChapultepec,0,0,0,0,0,1,0
Dpto en Remate Bancario en Excelente Zona de Cdmx,"Napoles, Benito Juárez",/propiedades/dpto-en-remate-bancario-en-excelente-zona-de-cdmx-57481582.html,3.0,1.0,162.0,270.0,1,1.3605200000000002, Benito Juárez,Napoles,0,0,0,0,0,0,0
Venta Espectacular Departamento,"PASEO DE LA REFORMA , Lomas de Reforma, Miguel Hidalgo",/propiedades/venta-espectacular-departamento-57486815.html,3.0,3.0,550.0,550.0,0,28.6, Miguel Hidalgo,LomasdeReforma,1,1,0,1,0,1,0
Roma Sur. - Vendo Departamento con Gran Terraza Privada,"BAJA CALIFORNIA, Roma, Cuauhtémoc",/propiedades/roma-sur.-vendo-departamento-con-gran-terraza-57486988.html,2.0,1.0,60.0,120.0,1,4.6, Cuauhtémoc,Roma,0,0,0,0,0,1,0
Estrene Amplios y Agradebles Departamentos en Ajusco a 5 Minutos de Six Flags,"Kinchil, Héroes de Padierna, Tlalpan",/propiedades/estrene-amplios-y-agradebles-departamentos-en-ajusco-a-57487008.html,3.0,3.0,210.0,210.0,1,5.32875, Tlalpan,HéroesdePadierna,0,0,0,1,0,1,1
Lindo y Amplio Departamento en Col. San Juan de Aragon Gustavo a Madero,"San Juan de Aragón, Gustavo A. Madero",/propiedades/lindo-y-amplio-departamento-en-col.-san-juan-de-aragon-57482253.html,2.0,1.0,50.0,50.0,1,1.25, Gustavo A. Madero,SanJuandeAragón,0,0,0,0,0,0,0
Departamento en Ampliación Nápoles / Benito Juárez - Ims - 1229 - De#,"Ampliación Napoles, Benito Juárez",/propiedades/departamento-en-ampliacion-napoles-benito-juarez-57534083.html,2.0,3.0,130.0,130.0,1,7.395, Benito Juárez,AmpliaciónNapoles,0,0,0,1,1,1,1
"Departamento en Venta Nápoles $5,640,000pesos.","Rio Becerra 283, Napoles, Benito Juárez",/propiedades/departamento-en-venta-napoles-$5-640-000pesos.-57492969.html,3.0,2.0,137.0,137.0,1,5.64, Benito Juárez,Napoles,0,0,0,1,0,0,1
Se Vende Departamento en Mixcoac,"Santa Maria Nonoalco, Benito Juárez",/propiedades/se-vende-departamento-en-mixcoac-57534751.html,3.0,3.0,109.0,109.0,1,4.851219, Benito Juárez,SantaMariaNonoalco,0,0,0,1,0,0,1
¡Estrena Departamento en Exclusivo Condominio!,"Polanco, Miguel Hidalgo",/propiedades/-estrena-departamento-en-exclusivo-condominio!-57534929.html,2.0,2.0,151.0,151.0,1,16.99, Miguel Hidalgo,Polanco,0,0,0,0,0,1,1
"Santa María La Ribera, Extraordinario Conjunto Residencial","Santa Maria La Ribera, Cuauhtémoc",/propiedades/santa-maria-la-ribera-extraordinario-conjunto-57535018.html,2.0,2.0,66.0,66.0,1,3.162999, Cuauhtémoc,SantaMariaLaRibera,0,0,0,1,1,0,1
Departamento Venta o Renta Amueblado en Royal Reforma Vista Panoramica,"prolongacion bosque de reforma, Lomas de Vista Hermosa, Cuajimalpa de Morelos",/propiedades/departamento-venta-o-renta-amueblado-en-royal-reforma-57535241.html,3.0,3.0,390.0,390.0,0,26.4, Cuajimalpa de Morelos,LomasdeVistaHermosa,0,1,0,1,0,1,0
Bosques de Las Lomas Departamento en Venta Club de Golf Bosques,"prolongacion bosques de reforma 114, Club de Golf Bosques, Cuajimalpa de Morelos",/propiedades/bosques-de-las-lomas-departamento-en-venta-club-de-57535294.html,3.0,3.0,430.0,480.0,0,59.4, Cuajimalpa de Morelos,ClubdeGolfBosques,1,1,0,0,0,1,0
Vendo Departamento en Polanco,"Juan Racine, Polanco, Miguel Hidalgo",/propiedades/vendo-departamento-en-polanco-57535323.html,3.0,2.0,210.0,210.0,1,11.0, Miguel Hidalgo,Polanco,0,0,0,0,0,0,0
¡Estrena Departamento en Exclusivo Condominio!,"Polanco, Miguel Hidalgo",/propiedades/-estrena-departamento-en-exclusivo-condominio!-57535394.html,2.0,2.0,156.0,156.0,1,15.135, Miguel Hidalgo,Polanco,0,0,0,0,0,1,0
Departamentos Nuevos en Venta Col. Napoles,"Napoles, Benito Juárez",/propiedades/departamentos-nuevos-en-venta-col.-napoles-57535568.html,2.0,2.0,65.0,65.0,1,4.5, Benito Juárez,Napoles,0,0,0,1,1,1,0
¡Estrena Departamento en Exclusivo Condominio!,"Polanco, Miguel Hidalgo",/propiedades/-estrena-departamento-en-exclusivo-condominio!-57535605.html,2.0,2.0,156.0,156.0,1,15.111256, Miguel Hidalgo,Polanco,0,0,0,0,0,1,0
Departamento Colegio Salesiano Anahuac,"Anahuac, Miguel Hidalgo",/propiedades/departamento-colegio-salesiano-anahuac-57535689.html,3.0,2.0,104.0,104.0,1,4.3, Miguel Hidalgo,Anahuac,0,0,0,1,1,1,1
"Oportunidad Vendo Departamento en Tres Cumbres, en Santa Fe","AVENIDA DE LOS POETAS , Santa Fe, Alvaro Obregón",/propiedades/oportunidad-vendo-departamento-en-tres-cumbres-en-57535730.html,2.0,2.0,138.0,138.0,1,6.85, Alvaro Obregón,SantaFe,1,1,0,1,0,0,0
Venta o Renta Departamento Nuevo en Santa Fé,"Avenida de los poetas, Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/venta-o-renta-departamento-nuevo-en-santa-fe-57536043.html,3.0,2.0,140.0,140.0,1,8.2, Cuajimalpa de Morelos,SantaFeCuajimalpa,0,1,0,0,0,0,0
Departamento Nuevo Av Coyoacan. del Valle,"Del Valle, Benito Juárez",/propiedades/departamento-nuevo-av-coyoacan.-del-valle-57536285.html,2.0,2.0,120.0,120.0,1,6.2, Benito Juárez,DelValle,0,0,0,1,0,0,1
"Bonito Departamento en Remate Pedregal de Carrasco, Coyoacan","Avenida Libertad 100, Pedregal de Carrasco, Coyoacán",/propiedades/bonito-departamento-en-remate-pedregal-de-carrasco-57536557.html,3.0,1.0,75.0,75.0,1,1.52, Coyoacán,PedregaldeCarrasco,0,0,0,0,0,0,0
¡Exclusivo Departamento de Lujo y Diseño!,"Polanco V Sección, Miguel Hidalgo",/propiedades/-exclusivo-departamento-de-lujo-y-diseno!-57536703.html,3.0,3.0,274.0,274.0,1,28.412, Miguel Hidalgo,PolancoVSección,1,1,0,0,0,0,0
¡Exclusivo Departamento de Lujo y Diseño!,"Polanco V Sección, Miguel Hidalgo",/propiedades/-exclusivo-departamento-de-lujo-y-diseno!-57536710.html,3.0,3.0,274.0,274.0,1,28.898000000000003, Miguel Hidalgo,PolancoVSección,1,1,0,0,0,0,0
¡Exclusivo Departamento de Lujo y Diseño!,"Polanco V Sección, Miguel Hidalgo",/propiedades/-exclusivo-departamento-de-lujo-y-diseno!-57536781.html,3.0,3.0,274.0,274.0,1,32.6564, Miguel Hidalgo,PolancoVSección,1,1,0,0,0,0,0
¡Exclusivo Departamento de Lujo y Diseño!,"Polanco V Sección, Miguel Hidalgo",/propiedades/-exclusivo-departamento-de-lujo-y-diseno!-57536814.html,3.0,3.0,274.0,274.0,1,33.1424, Miguel Hidalgo,PolancoVSección,1,1,0,0,0,0,0
¡Exclusivo Departamento de Lujo y Diseño!,"Polanco V Sección, Miguel Hidalgo",/propiedades/-exclusivo-departamento-de-lujo-y-diseno!-57536868.html,3.0,3.0,274.0,274.0,1,35.0972, Miguel Hidalgo,PolancoVSección,1,1,0,0,0,0,0
Se Vende Nuevo y Amplio Penthouse Muy Cerca de Av Patriotismo,"giorgione 68, Santa Maria Nonoalco, Benito Juárez",/propiedades/se-vende-nuevo-y-amplio-penthouse-muy-cerca-de-av-57536984.html,3.0,2.0,165.0,165.0,1,4.2, Benito Juárez,SantaMariaNonoalco,0,0,0,1,1,0,1
Departamento en Venta en La del Valle Sur,"DEL VALLE SUR, Del Valle, Benito Juárez",/propiedades/departamento-en-venta-en-la-del-valle-sur-57537020.html,3.0,2.0,110.0,110.0,1,4.5, Benito Juárez,DelValle,0,0,0,1,1,1,0
Departamento en Venta Cerca de Galerias Coapa,"COAPA, Ex-Hacienda Coapa, Coyoacán",/propiedades/departamento-en-venta-cerca-de-galerias-coapa-57537026.html,3.0,3.0,145.0,145.0,1,3.7, Coyoacán,Ex-HaciendaCoapa,0,0,0,1,0,0,0
Venta Departamento en Insurgentes,"San José Insurgentes, Benito Juárez",/propiedades/venta-departamento-en-insurgentes-57537047.html,3.0,2.0,120.0,120.0,1,6.8, Benito Juárez,SanJoséInsurgentes,0,0,0,1,0,0,0
Preventa Departamento en La Nápoles,"NAPOLES, Napoles, Benito Juárez",/propiedades/preventa-departamento-en-la-napoles-57537063.html,2.0,2.0,78.0,78.0,1,4.3, Benito Juárez,Napoles,0,0,1,1,1,1,1
Departamento - Fuentes del Pedregal,"Circuito Fuentes del Pedregal., Fuentes del Pedregal, Tlalpan",/propiedades/departamento-fuentes-del-pedregal-57537137.html,2.0,2.0,239.0,239.0,1,6.45, Tlalpan,FuentesdelPedregal,0,0,1,1,1,0,1
Departamento en San José Insurgentes,"RODRIGO CIFUENTES, San José Insurgentes, Benito Juárez",/propiedades/departamento-en-san-jose-insurgentes-57537142.html,2.0,1.0,100.0,100.0,1,5.2, Benito Juárez,SanJoséInsurgentes,0,0,0,1,0,0,0
Del Valle Sur - Departamento a Estrenar,"Martín Mendalde 1790, Del Valle, Benito Juárez",/propiedades/del-valle-sur-departamento-a-estrenar-57537241.html,2.0,2.0,111.0,111.0,1,4.84, Benito Juárez,DelValle,0,0,0,0,0,0,1
Departamento en Venta,"Prolongación Bosques de Reforma, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-57537288.html,3.0,5.0,420.0,420.0,0,27.5, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,1,0,0
"Se Vende Departamento en La Col Niños Héroes de Chapultepec, Cerca de Cumbres de Maltrata","romero 115, Niños Héroes, Benito Juárez",/propiedades/se-vende-departamento-en-la-col-ninos-heroes-de-57537326.html,2.0,1.0,73.0,73.0,1,2.15, Benito Juárez,NiñosHéroes,0,0,0,1,0,0,0
