name,location,link,rooms,bathrooms,construction (m2),terrain (m2),divisa,price MP,Delegacion,colonia,gym,pool,pet,garage,elevador,terrace,garden
"Departamento en Venta en ""Punto Cero"" Colonia Corola ()","Avenida San Antonio "" Punto Cero "", Carola, Alvaro Obregón",/propiedades/departamento-en-venta-en-punto-cero-colonia-corola-55705052.html,1.0,1.0,57.0,57.0,1,2.75, Alvaro Obregón,Carola,1,1,0,1,0,0,0
Roma Norte 22 Departamentos en Venta,"ROMA NORTE ZACATECAS, Roma Norte, Cuauhtémoc",/propiedades/roma-norte-22-departamentos-en-venta-55705075.html,2.0,1.0,76.0,76.0,1,6.9, Cuauhtémoc,RomaNorte,0,0,0,1,0,1,0
"Departamento en Santa María Nonoalco, Blvd Adolfo López Mateo","Blvd Adolfo López Mateo, Santa Maria Nonoalco, Benito Juárez",/propiedades/departamento-en-santa-maria-nonoalco-blvd-adolfo-55705102.html,2.0,2.0,85.0,90.0,1,3.6, Benito Juárez,SantaMariaNonoalco,0,0,0,1,1,0,0
"Depa - Preventa en Narvarte, Cerca de Todo y Excelente Precio","Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/depa-preventa-en-narvarte-cerca-de-todo-y-excelente-55705219.html,2.0,2.0,65.0,67.0,1,3.108, Benito Juárez,Narvarte,1,0,0,1,0,0,0
"Depa - Preventa en Narvarte, a un Exelente Precio 2 Recamaras","Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/depa-preventa-en-narvarte-a-un-exelente-precio-2-55705295.html,2.0,2.0,64.0,64.0,1,2.9564, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Departamento en La Av Cuauhtémoc con Bodega:2.4 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/departamento-en-la-av-cuauhtemoc-con-bodega:2.4-55705427.html,2.0,2.0,65.0,67.0,1,3.1018, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Departamento Chapultepec Morales,"Polanco, Miguel Hidalgo",/propiedades/departamento-chapultepec-morales-55705643.html,2.0,1.0,93.0,93.0,1,4.95, Miguel Hidalgo,Polanco,0,1,0,1,0,0,1
Hermoso Garden en Polanco!,"Polanco, Miguel Hidalgo",/propiedades/hermoso-garden-en-polanco!-55706785.html,3.0,3.0,313.0,313.0,1,29.825, Miguel Hidalgo,Polanco,0,0,0,0,0,0,1
"Luz Saviñon, Departamento en Venta","Del Valle, Benito Juárez",/propiedades/luz-savinon-departamento-en-venta-55790846.html,2.0,2.0,90.0,90.0,1,4.6, Benito Juárez,DelValle,0,0,0,1,1,0,1
Se Vende Amplio Departamento en Tlatelolco,"Nonoalco Tlatelolco, Cuauhtémoc",/propiedades/se-vende-amplio-departamento-en-tlatelolco-55790930.html,2.0,1.0,85.0,85.0,1,1.6, Cuauhtémoc,NonoalcoTlatelolco,0,0,0,1,1,0,0
"Tu Inversión Segura, Tu Hogar En. Residencial Uxmal 257 - 102 (Con Patio Privado)","UXMAL 257, Narvarte, Benito Juárez",/propiedades/tu-inversion-segura-tu-hogar-en.-residencial-uxmal-55791156.html,3.0,2.0,140.0,180.0,1,7.33236, Benito Juárez,Narvarte,0,0,0,1,1,1,0
Gran Oportunidad Promoción de Verano Departamentos Nuevos en Venta Alcaldía Benito Juárez,"Actipan, Benito Juárez",/propiedades/gran-oportunidad-promocion-de-verano-departamentos-55791728.html,2.0,2.0,89.0,89.0,1,5.737058, Benito Juárez,Actipan,0,0,0,1,0,0,1
Promoción de Verano! Estrena Departamento en Venta en Colonia del Valle,"Del Valle, Benito Juárez",/propiedades/promocion-de-verano!-estrena-departamento-en-venta-en-55791805.html,2.0,2.0,122.0,122.0,1,6.1, Benito Juárez,DelValle,0,0,0,1,0,1,0
Amplio y Bonito Departamento en Colonia del Valle,"Del Valle, Benito Juárez",/propiedades/amplio-y-bonito-departamento-en-colonia-del-valle-55683453.html,2.0,2.0,90.0,90.0,1,4.5, Benito Juárez,DelValle,0,0,0,1,1,0,1
"Av Mexico, Hipodromo Condesa, Arq. Art Déco!","Hipódromo Condesa, Cuauhtémoc",/propiedades/av-mexico-hipodromo-condesa-arq.-art-deco!-55683656.html,2.0,1.0,92.0,92.0,1,7.65, Cuauhtémoc,HipódromoCondesa,0,0,0,0,0,0,0
La Roma Es La roma¡Venta o Renta. en Edificio Art - Decó.,"Jalapa 70, Roma, Cuauhtémoc",/propiedades/la-roma-es-la-roma-venta-o-renta.-en-edificio-art-55684451.html,2.0,1.0,57.0,57.0,1,2.995, Cuauhtémoc,Roma,0,0,0,1,1,1,0
Departamento Venta en Col del Valle,"Del Valle, Benito Juárez",/propiedades/departamento-venta-en-col-del-valle-55515058.html,2.0,2.0,94.0,94.0,1,7.5044, Benito Juárez,DelValle,0,0,0,1,1,0,1
"Tres Cumbres, Departamento en Venta en Santa Fe (Lrav430)","Santa Fe, Alvaro Obregón",/propiedades/tres-cumbres-departamento-en-venta-en-santa-fe-55623166.html,2.0,2.0,139.0,139.0,1,7.966816000000001, Alvaro Obregón,SantaFe,0,1,0,1,0,0,1
"Vendo Departamento en Santa Fe, Gran Lujo","Santa Fe La Loma, Alvaro Obregón",/propiedades/vendo-departamento-en-santa-fe-gran-lujo-55651023.html,3.0,3.0,448.0,448.0,1,42.0, Alvaro Obregón,SantaFeLaLoma,1,1,0,1,0,0,0
Departamento en Renta Lomas de Chapultepec,"Lomas de Chapultepec, Miguel Hidalgo",/propiedades/departamento-en-renta-lomas-de-chapultepec-55651065.html,3.0,3.0,320.0,320.0,0,44.0, Miguel Hidalgo,LomasdeChapultepec,1,1,0,1,0,0,0
Departamento en Benito Juaréz Col. del Valle con Balcón:15.3 m²,"Av Porfirio Diaz, Del Valle, Benito Juárez",/propiedades/departamento-en-benito-juarez-col.-del-valle-con-55651072.html,3.0,2.0,107.0,128.0,1,7.5899, Benito Juárez,DelValle,0,0,0,1,0,0,1
Calido Apartamento en Col. Portales Av Odesa Balcón:2.85 m²,"Av Odesa #813, Portales, Benito Juárez",/propiedades/calido-apartamento-en-col.-portales-av-odesa-55623957.html,2.0,2.0,68.0,71.0,1,3.31, Benito Juárez,Portales,0,1,0,1,1,0,1
Acogedor Departamento en Av Odesa Balcón:2.85 m²,"Av Odesa #813, Portales, Benito Juárez",/propiedades/acogedor-departamento-en-av-odesa-balcon:2.85-m-sup2-55624012.html,2.0,2.0,68.0,71.0,1,3.3, Benito Juárez,Portales,0,1,0,1,1,0,1
Pent House en Del. Benito Juarez 68 m² con Roof Garden:68.63 m²,"Av Odesa, Portales, Benito Juárez",/propiedades/pent-house-en-del.-benito-juarez-68-m-sup2--con-roof-55685217.html,2.0,2.0,68.0,140.0,1,3.86, Benito Juárez,Portales,0,0,0,1,1,0,1
Departamentos en Venta en La Col. Roma Norte,"Querétaro , Roma, Cuauhtémoc",/propiedades/departamentos-en-venta-en-la-col.-roma-norte-55685375.html,3.0,3.0,150.0,150.0,1,9.08066, Cuauhtémoc,Roma,1,1,0,1,1,1,1
Departamento en Venta en Club de Golf Bosques de Santa Fe,"TORIBIO DE ALCARAZ 920, San Mateo Tlaltenango, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-en-club-de-golf-bosques-de-santa-55685818.html,2.0,3.0,420.0,480.0,0,59.4, Cuajimalpa de Morelos,SanMateoTlaltenango,1,0,0,1,0,1,0
Pent House en Col. del Valle Roof Garden:130.57 m²,"Av Porfirio Díaz, Del Valle, Benito Juárez",/propiedades/pent-house-en-col.-del-valle-roof-garden:130.57-55651266.html,3.0,2.0,107.0,259.0,1,9.262, Benito Juárez,DelValle,0,0,0,1,0,0,1
Apartamento en Nonoalco en Preventa 76 m²,"Santa Maria Nonoalco , Santa Maria Nonoalco, Benito Juárez",/propiedades/apartamento-en-nonoalco-en-preventa-76-m-sup2-55651308.html,2.0,2.0,76.0,76.0,1,3.458995, Benito Juárez,SantaMariaNonoalco,1,0,0,1,1,0,1
Pent House en Av Porfirio Díaz Roof Garden:119.19 m²,"Av Porfirio Díaz , Del Valle, Benito Juárez",/propiedades/pent-house-en-av-porfirio-diaz-roof-garden:119.19-55651323.html,3.0,2.0,107.0,248.0,1,8.8646, Benito Juárez,DelValle,0,0,0,1,0,0,1
Departamento en Venta | Vidalta,"Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-vidalta-55516907.html,3.0,3.0,325.0,325.0,1,24.0, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
"Preventa del Valle, Departamento de Lujo C/jardín 44 m y Terraza 6 m","Del Valle, Benito Juárez",/propiedades/preventa-del-valle-departamento-de-lujo-c-jardin-44-m-55560712.html,2.0,2.0,80.0,80.0,1,6.415, Benito Juárez,DelValle,0,0,0,1,1,1,1
"Col. Roma, Estrena Departamento, Excelentes Amenidades!","Bajío, Roma, Cuauhtémoc",/propiedades/col.-roma-estrena-departamento-excelentes-55560720.html,3.0,2.0,111.0,111.0,1,6.58, Cuauhtémoc,Roma,1,1,0,1,0,0,1
"Roma, Estrena Departamento, 112 m² Hab. Doble Altura + 97 m² Jardín = 209 m² Área T","Bajío, Roma, Cuauhtémoc",/propiedades/roma-estrena-departamento-112-m-sup2--hab.-doble-55561426.html,3.0,2.0,112.0,112.0,1,10.825, Cuauhtémoc,Roma,1,1,0,1,0,0,1
Departamento Super Lujo Col Hipodromo,"Hipódromo, Cuauhtémoc",/propiedades/departamento-super-lujo-col-hipodromo-55651978.html,2.0,2.0,115.0,115.0,1,6.5, Cuauhtémoc,Hipódromo,0,0,0,1,0,0,1
"Polanco, Estrena Departamento Estilo Neoyorkino, en La Mejor Zona de La Ciudad","Polanco, Miguel Hidalgo",/propiedades/polanco-estrena-departamento-estilo-neoyorkino-en-la-55687120.html,2.0,2.0,175.0,175.0,1,13.679853, Miguel Hidalgo,Polanco,1,0,0,1,1,0,0
"Santa Fe, Vista Hermosa, Precioso Departamento Girault","VISTA HERMOSA, Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/santa-fe-vista-hermosa-precioso-departamento-girault-55687174.html,3.0,3.0,400.0,400.0,1,19.0, Cuajimalpa de Morelos,SantaFeCuajimalpa,0,0,0,0,1,1,1
"Polanco, Departamentos en Venta, Diseño de Lujo y Acabados Modernos","Polanco, Miguel Hidalgo",/propiedades/polanco-departamentos-en-venta-diseno-de-lujo-y-55687175.html,3.0,3.0,233.0,233.0,0,30.8, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
Qbicoo Departmentos Para Estrenar!,"Lomas de Santa Fe, Alvaro Obregón",/propiedades/qbicoo-departmentos-para-estrenar!-55687178.html,2.0,2.0,65.0,65.0,1,4.045, Alvaro Obregón,LomasdeSantaFe,1,1,0,1,0,0,0
"Santa Fe, Extraordinario Departamento en Venta","Santa Fe, Alvaro Obregón",/propiedades/santa-fe-extraordinario-departamento-en-venta-55687250.html,3.0,3.0,563.0,563.0,0,74.58, Alvaro Obregón,SantaFe,0,0,0,1,0,1,1
"""La Cite"" Cuajimalpa, Departamento Espectacular con Inmejorables Vistas","CARR. MÉXICO TOLUCA , Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/-la-cite-cuajimalpa-departamento-espectacular-con-55687261.html,2.0,2.0,72.0,72.0,1,3.65, Cuajimalpa de Morelos,SantaFeCuajimalpa,1,0,1,0,0,0,1
"Lomas de Vista Hermosa, Exclusivo Proyecto Legorreta + Legorreta","Lomas de Vista Hermosa, Cuajimalpa de Morelos",/propiedades/lomas-de-vista-hermosa-exclusivo-proyecto-legorreta-55687316.html,3.0,3.0,400.0,400.0,1,27.0, Cuajimalpa de Morelos,LomasdeVistaHermosa,0,0,0,1,0,1,1
"Santa Fe, Qbicoo, Departamento Ubicadísimo, Proyecto del Arq. Alberto Rimoch","Santa Fe, Alvaro Obregón",/propiedades/santa-fe-qbicoo-departamento-ubicadisimo-proyecto-55687332.html,2.0,2.0,65.0,65.0,1,3.958, Alvaro Obregón,SantaFe,1,1,0,1,0,0,0
Estrena Departamento con Balcon y Roof Garden Privado,"Del Valle, Benito Juárez",/propiedades/estrena-departamento-con-balcon-y-roof-garden-privado-55687371.html,2.0,2.0,75.0,75.0,1,4.0489999999999995, Benito Juárez,DelValle,0,0,0,0,0,0,0
"Polanco Renta Elegante Departamento en Ruben Dario, de Muy Buen Gusto","Polanco IV Sección, Miguel Hidalgo",/propiedades/polanco-renta-elegante-departamento-en-ruben-dario-de-55625187.html,4.0,4.0,560.0,560.0,0,121.0, Miguel Hidalgo,PolancoIVSección,1,0,0,1,0,1,0
"Santa Fe Stampa, Excelentes Departamentos Para Estrenar!","Contadero, Cuajimalpa de Morelos",/propiedades/santa-fe-stampa-excelentes-departamentos-para-55687421.html,3.0,3.0,157.0,157.0,1,7.0, Cuajimalpa de Morelos,Contadero,1,1,0,0,0,0,0
"Club de Golf Bosques de Santa Fe, Extraordinario Departamento en Venta","San Mateo Tlaltenango, Cuajimalpa de Morelos",/propiedades/club-de-golf-bosques-de-santa-fe-extraordinario-55687426.html,3.0,3.0,563.0,563.0,0,74.58, Cuajimalpa de Morelos,SanMateoTlaltenango,0,0,0,1,0,1,1
Departamento en Venta en Campos Eliseos,"CAMPOS ELISEOS, Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-en-campos-eliseos-55589345.html,3.0,2.0,235.0,235.0,1,19.6, Miguel Hidalgo,Polanco,0,0,0,1,0,1,0
Pre Venta Departamentos 68 m² y 103 m² Av Revolucion Guadalupe Inn,"AV REVOLUCION 1470, Guadalupe Inn, Alvaro Obregón",/propiedades/pre-venta-departamentos-68-m-sup2--y-103-m-sup2--av-55625265.html,2.0,2.0,103.0,103.0,1,4.8, Alvaro Obregón,GuadalupeInn,1,0,0,1,0,1,0
Polanco Plaza Carso Torre Goya 2 Recamaras,"Ferrocarril de Cuernavaca 779, Ampliación Granada, Miguel Hidalgo",/propiedades/polanco-plaza-carso-torre-goya-2-recamaras-55625270.html,2.0,3.0,110.0,110.0,1,8.5, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,0,1
Providencia,"Del Valle, Benito Juárez",/propiedades/providencia-55653490.html,2.0,2.0,142.0,142.0,1,7.25, Benito Juárez,DelValle,0,0,0,0,0,0,0
Providencia,"Del Valle, Benito Juárez",/propiedades/providencia-55653501.html,2.0,2.0,127.0,127.0,1,6.35, Benito Juárez,DelValle,0,0,0,0,0,0,0
Providencia,"Del Valle, Benito Juárez",/propiedades/providencia-55653516.html,2.0,2.0,201.0,201.0,1,8.0, Benito Juárez,DelValle,0,0,0,0,0,0,0
"Santa Fe Stampa, Excelentes Departamentos Para Estrenar!","Contadero, Cuajimalpa de Morelos",/propiedades/santa-fe-stampa-excelentes-departamentos-para-55687496.html,3.0,3.0,157.0,157.0,1,8.415855, Cuajimalpa de Morelos,Contadero,1,1,0,0,0,0,0
Hermoso Pent House en Polanco!,"Polanco, Miguel Hidalgo",/propiedades/hermoso-pent-house-en-polanco!-55522466.html,3.0,3.0,254.0,254.0,1,33.975, Miguel Hidalgo,Polanco,0,0,0,0,0,1,1
Estupendo Departamento con Terraza.,"ARQUIMEDES, Polanco, Miguel Hidalgo",/propiedades/estupendo-departamento-con-terraza.-55522494.html,1.0,1.0,60.0,60.0,1,4.8, Miguel Hidalgo,Polanco,0,0,0,1,0,1,0
"Lujoso E Iluminado Departamento en The Point Santa Fe, Ciudad de México","Santa Fe, Alvaro Obregón",/propiedades/lujoso-e-iluminado-departamento-en-the-point-santa-fe-55523241.html,2.0,2.0,109.0,109.0,1,6.2, Alvaro Obregón,SantaFe,1,0,0,1,1,1,1
Exclusiva Pre - Venta con Vista Al Parque en Campos Eliseos,"Polanco, Miguel Hidalgo",/propiedades/exclusiva-pre-venta-con-vista-al-parque-en-campos-55626983.html,3.0,3.0,273.0,273.0,0,38.405356, Miguel Hidalgo,Polanco,1,0,0,1,0,0,1
Exclusivos Departamentos en Pre - Venta con Vista Al Parque en Polanco,"Polanco, Miguel Hidalgo",/propiedades/exclusivos-departamentos-en-pre-venta-con-vista-al-55626993.html,3.0,3.0,278.0,278.0,0,43.997338, Miguel Hidalgo,Polanco,1,0,0,1,0,0,1
Exclusivo Garden House Frente Al Parque,"Polanco, Miguel Hidalgo",/propiedades/exclusivo-garden-house-frente-al-parque-55627046.html,3.0,3.0,381.0,381.0,0,52.309135999999995, Miguel Hidalgo,Polanco,1,0,0,1,0,0,1
"Departamento en Venta, Av Toluca, Olivar de Los Padres","Av. Toluca, Olivar de los Padres, Alvaro Obregón",/propiedades/departamento-en-venta-av-toluca-olivar-de-los-padres-55568228.html,3.0,3.0,120.0,120.0,1,5.0, Alvaro Obregón,OlivardelosPadres,0,0,0,1,0,0,0
Portika Venta de Departamento 2 Recámaras,"mariano escobedo 193, Granada, Miguel Hidalgo",/propiedades/portika-venta-de-departamento-2-recamaras-55568420.html,2.0,2.0,79.0,79.0,1,3.75, Miguel Hidalgo,Granada,1,0,0,0,0,0,0
San Isidro Reforma Social Departamento de Lujo Moderno Venta,"Reforma Social, Miguel Hidalgo",/propiedades/san-isidro-reforma-social-departamento-de-lujo-moderno-55568587.html,3.0,2.0,200.0,200.0,1,12.5, Miguel Hidalgo,ReformaSocial,1,0,0,1,1,0,0
Hermoso Departamento en Uniq Lomas de Chapultepec Cdmx. La Mejor Vista.,"Lomas de Chapultepec, Miguel Hidalgo",/propiedades/hermoso-departamento-en-uniq-lomas-de-chapultepec-55592988.html,3.0,3.0,280.0,280.0,1,17.1, Miguel Hidalgo,LomasdeChapultepec,1,1,0,1,0,1,1
"Departamento en Olivar de Los Padres, Av Toluca","Av. Toluca, Olivar de los Padres, Alvaro Obregón",/propiedades/departamento-en-olivar-de-los-padres-av-toluca-55593241.html,3.0,3.0,123.0,123.0,1,4.8, Alvaro Obregón,OlivardelosPadres,0,0,0,1,0,0,0
Departamento Remodelado en Venta Polanco Miguel Hidalgo,"José Luis Lagrange, Polanco, Miguel Hidalgo",/propiedades/departamento-remodelado-en-venta-polanco-miguel-55628661.html,3.0,3.0,300.0,300.0,1,18.0, Miguel Hidalgo,Polanco,1,0,0,1,1,0,1
Departamento en Venta en Tres Cumbres,"Av de los Poetas, San Mateo Tlaltenango, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-en-tres-cumbres-55593632.html,3.0,3.0,188.0,188.0,1,10.70112, Cuajimalpa de Morelos,SanMateoTlaltenango,1,1,0,0,0,0,0
"Departamentos en Basalto, Cumbres de Santa Fe","Av de los Poetas, Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/departamentos-en-basalto-cumbres-de-santa-fe-55593640.html,2.0,2.0,259.0,259.0,1,15.5562, Cuajimalpa de Morelos,SantaFeCuajimalpa,1,1,0,1,1,0,0
"Departamento en Venta en La Loma, Santa Fe. Veramonte","Bernardo Quintana, Santa Fe La Loma, Alvaro Obregón",/propiedades/departamento-en-venta-en-la-loma-santa-fe.-veramonte-55593646.html,3.0,3.0,267.0,267.0,1,22.0, Alvaro Obregón,SantaFeLaLoma,1,1,0,1,0,0,1
Aaa Departamento en Uniq Lomas,"COFRE DE PEROTE, Lomas de Chapultepec, Miguel Hidalgo",/propiedades/aaa-departamento-en-uniq-lomas-55570101.html,2.0,3.0,205.0,205.0,1,19.0, Miguel Hidalgo,LomasdeChapultepec,1,1,1,1,0,0,0
Garden House en Col. del Valle Roof Garden Común Bodega:2.18 m²,"Av González de Cossío , Del Valle, Benito Juárez",/propiedades/garden-house-en-col.-del-valle-roof-garden-comun-55655834.html,3.0,3.0,145.0,153.0,1,8.8192, Benito Juárez,DelValle,0,0,0,1,0,0,1
Departamento en Col. Tetelpan Bodega:5.60 m²,"Tetelpan, Alvaro Obregón",/propiedades/departamento-en-col.-tetelpan-bodega:5.60-m-sup2-55570393.html,2.0,2.0,91.0,96.0,1,4.4008, Alvaro Obregón,Tetelpan,1,0,0,1,0,0,1
Venta en Mediterranea Exclente!,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/venta-en-mediterranea-exclente!-55594329.html,3.0,3.0,290.0,290.0,1,14.9, Cuajimalpa de Morelos,SantaFeCuajimalpa,1,1,0,1,0,1,0
Excusivo Departamento en Desierto de Los Leones,"Av Desierto de los Leones , Tetelpan, Alvaro Obregón",/propiedades/excusivo-departamento-en-desierto-de-los-leones-55594753.html,2.0,2.0,64.0,64.0,1,3.0796, Alvaro Obregón,Tetelpan,0,0,0,1,1,1,1
Departamento en Desierto de Los Leones Col. Tetelpan,"Av Desierto de los Leones , Tetelpan, Alvaro Obregón",/propiedades/departamento-en-desierto-de-los-leones-col.-tetelpan-55594863.html,2.0,2.0,66.0,66.0,1,3.1562, Alvaro Obregón,Tetelpan,0,0,0,1,1,1,1
Departamento en Una Gran Zona de La Cdmx Balcón:2.5 m²,"Av Desierto de los Leones , Tetelpan, Alvaro Obregón",/propiedades/departamento-en-una-gran-zona-de-la-cdmx-balcon:2.5-55595169.html,2.0,2.0,64.0,67.0,1,3.5931, Alvaro Obregón,Tetelpan,0,0,0,1,0,1,1
Departamento en Una Gran Zona de La Cdmx Col Tetelpan Balcón:5.15 m²,"Av Desierto de los Leones, Tetelpan, Alvaro Obregón",/propiedades/departamento-en-una-gran-zona-de-la-cdmx-col-tetelpan-55595279.html,2.0,2.0,64.0,69.0,1,3.6448, Alvaro Obregón,Tetelpan,0,0,0,1,0,1,1
Departamento en Av Odesa con Patio:8.17 m²,"Av Odesa, Portales, Benito Juárez",/propiedades/departamento-en-av-odesa-con-patio:8.17-m-sup2-55656932.html,2.0,2.0,68.0,80.0,1,3.33, Benito Juárez,Portales,0,0,0,1,1,0,1
Depto con Inmejorable Ubicación,"Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/depto-con-inmejorable-ubicacion-55808965.html,3.0,3.0,285.0,285.0,0,17.6, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,1,0
José Ma. Rico,"Del Valle, Benito Juárez",/propiedades/jose-ma.-rico-55808982.html,2.0,2.0,90.0,90.0,1,4.1, Benito Juárez,DelValle,1,0,0,0,0,0,1
Departamento en Venta en San Juan Tlihuaca,"FORTUNATO ZUAZUA #100, San Juan Tlihuaca, Azcapotzalco",/propiedades/departamento-en-venta-en-san-juan-tlihuaca-55734700.html,2.0,1.0,68.0,68.0,1,2.0, Azcapotzalco,SanJuanTlihuaca,0,0,0,1,1,0,1
Departamento en Venta Bosques de Las Lomas Priv. Tamarindos,"Bosque de las Lomas, Miguel Hidalgo",/propiedades/departamento-en-venta-bosques-de-las-lomas-priv.-55735926.html,3.0,3.0,310.0,310.0,1,14.2, Miguel Hidalgo,BosquedelasLomas,1,1,0,1,0,0,0
Departamento de Lujo con Amenidades en Lomas de Chamizal.,"Lomas del Chamizal, Cuajimalpa de Morelos",/propiedades/departamento-de-lujo-con-amenidades-en-lomas-de-55809907.html,2.0,3.0,325.0,325.0,0,29.7, Cuajimalpa de Morelos,LomasdelChamizal,1,1,0,1,0,0,0
Vive en La Mejor Zona de La Cdmx Departamento con Bodega:1.5 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/vive-en-la-mejor-zona-de-la-cdmx-departamento-con-55736240.html,2.0,2.0,77.0,79.0,1,3.2372, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Departamento Venta Ampliación Napoles,"Av. San Antonio, Ampliación Napoles, Benito Juárez",/propiedades/departamento-venta-ampliacion-napoles-55736463.html,2.0,2.0,83.0,83.0,1,4.469882, Benito Juárez,AmpliaciónNapoles,1,0,0,0,0,0,1
Hermoso Departamento en La Parte Baja de Av Toluca,"Av Toluca, Olivar de los Padres, Alvaro Obregón",/propiedades/hermoso-departamento-en-la-parte-baja-de-av-toluca-55810247.html,3.0,2.0,122.0,122.0,1,4.275, Alvaro Obregón,OlivardelosPadres,0,0,0,1,0,0,0
Departamento en La Col. Narvarte 2 Recamaras con Bodega:1.9 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/departamento-en-la-col.-narvarte-2-recamaras-con-55736504.html,2.0,2.0,77.0,79.0,1,3.2599, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Departamento Venta Ampliación Napoles,"Av. San Antonio, Ampliación Napoles, Benito Juárez",/propiedades/departamento-venta-ampliacion-napoles-55736511.html,2.0,2.0,105.0,105.0,1,5.48802, Benito Juárez,AmpliaciónNapoles,1,0,0,0,0,0,1
"Excelente Departamento, con Muy Buena Ubicación.","Desierto de los leones 4375, San Angel Inn, Alvaro Obregón",/propiedades/excelente-departamento-con-muy-buena-ubicacion.-55736710.html,3.0,1.0,67.0,67.0,1,2.25, Alvaro Obregón,SanAngelInn,0,0,0,1,0,0,0
Apartamento!exelente Precio! 2 Estacionamientos con Terraza,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/apartamento!exelente-precio!-2-estacionamientos-con-55736887.html,2.0,2.0,78.0,88.0,1,3.8824, Benito Juárez,Narvarte,1,0,0,1,0,1,0
Departamento en Pre Venta Colonia Doctores Benito Juárez Ciudad de Mexico,"NEVA, Doctores, Cuauhtémoc",/propiedades/departamento-en-pre-venta-colonia-doctores-benito-55810533.html,2.0,1.0,78.0,89.0,1,2.0, Cuauhtémoc,Doctores,0,0,0,1,1,0,1
Alfonso Reyes #,"Alfonso Reyes 180, Hipódromo, Cuauhtémoc",/propiedades/alfonso-reyes-55737163.html,3.0,2.0,129.0,129.0,1,5.85, Cuauhtémoc,Hipódromo,0,0,0,1,0,0,0
Amplio Departamento en La Col. Narvarte con Bodega:1.5 m²,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/amplio-departamento-en-la-col.-narvarte-con-bodega:1.5-55737375.html,2.0,2.0,77.0,79.0,1,3.2981, Benito Juárez,Narvarte,1,0,0,1,0,0,0
Depa en La Av Cuauhtémoc con 2 Recamaras!preventa! con Bodega,"Av Cuauhtémoc, Narvarte, Benito Juárez",/propiedades/depa-en-la-av-cuauhtemoc-con-2-recamaras!preventa!-con-55737569.html,2.0,2.0,77.0,79.0,1,3.3204, Benito Juárez,Narvarte,1,0,0,1,0,0,0
"La Loma, Penthouse en El Mirador","Av Bernardo Quintana 100, Santa Fe La Loma, Alvaro Obregón",/propiedades/la-loma-penthouse-en-el-mirador-55812321.html,3.0,3.0,530.0,530.0,1,25.0, Alvaro Obregón,SantaFeLaLoma,1,1,0,1,1,0,0
Excelente Departamento en Col. Insurgentes Mixcoac,"Insurgentes Mixcoac, Benito Juárez",/propiedades/excelente-departamento-en-col.-insurgentes-mixcoac-55812482.html,2.0,2.0,148.0,148.0,1,3.995, Benito Juárez,InsurgentesMixcoac,0,0,0,1,1,0,0
Preventa de Departamentos Colonia Felipe Pescador!,"Felipe Pescador, Cuauhtémoc",/propiedades/preventa-de-departamentos-colonia-felipe-pescador!-55812719.html,2.0,1.0,54.0,54.0,1,1.70892, Cuauhtémoc,FelipePescador,0,0,0,0,0,0,1
Preventa de Departamentos Colonia Portales Sur!,"Portales, Benito Juárez",/propiedades/preventa-de-departamentos-colonia-portales-sur!-55813072.html,2.0,1.0,63.0,63.0,1,2.65, Benito Juárez,Portales,1,0,0,0,1,0,1
Venta de Departamento en Colonia del Valle Centro!,"Del Valle, Benito Juárez",/propiedades/venta-de-departamento-en-colonia-del-valle-centro!-55813090.html,3.0,2.0,110.0,110.0,1,4.4551, Benito Juárez,DelValle,0,0,0,0,0,0,1
Departamento en Venta en Narvarte,"Mitla, Narvarte, Benito Juárez",/propiedades/departamento-en-venta-en-narvarte-55738673.html,2.0,2.0,61.0,61.0,1,3.456199, Benito Juárez,Narvarte,0,0,0,1,0,1,1
