name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos
Venta Departamento en Santa Fe,"El Yaqui, Cuajimalpa de Morelos","Super oportunidad, aprovecha este increíble precio y vive en una de las mejores zonas de la ciudad. We Santa Fe se caracteriza por un concepto único en el que compartir (sharing) es parte del desarrollo y se convierte en un estilo de vida. El Concepto sharing garantiza una forma de vida excepcional donde tendrás servicios. compartidos: Bike Share, Appliance Share, Corncierge Share, Book Share y Shuttle. service. O Shuttle service: contamos con trasporte a Santa Fe Gratis. o Bike Share: disfruta de un paseo en Bici. o Appliances Share: Electrodomésticos y herramientas a tu disposición en renta. o Concierge Share: te facilitará reservar en diferentes tipos de actividades. o Book Share: fomentamos la cultura y lectura, librería compartida. • Increíbles amenidades equipadas y acabados de lujo. • Exclusivo diseño de amenidades, por el prestigiado despacho de interiorismo Niz+Chauvet. *Precios sujetos a cambio sin previo aviso. EasyBroker id: eb-jd6800",/propiedades/venta-departamento-en-santa-fe-62874799.html,"MN 4,960,748",venta,,,,,
"Espectacular Departamento en Venta o Renta en San Pedro, Cua","San Pedro, Cuajimalpa de Morelos",Pads te trae este excelente departamento ubicado en Jesús del Monte. Ideal para familias que buscan espacios para disfrutar con jardines y sus amenidades. El departamento cuenta con tres recamaras amplias y dos Baños. Sala comedora y una vista increíble. El condominio cuenta con excelentes amenidades las cuales podrás disfrutar los 365 días del año. Llámanos y ven a conocerlo! Co. pads#7747. EasyBroker id: eb-ks4379,/propiedades/espectacular-departamento-en-venta-o-renta-en-san-64428326.html,"MN 5,500,000",venta,,,,,
Venta Departamento en Alfonso XIII,"Alfonso XIII, Alvaro Obregón","¡Pocos departamentos disponibles! No pierdas la oportunidad de vivir en una de las zonas mas céntricas de la ciudad, en una de las colonias con mayor plusvalía y con excelentes amenidades. A tan solo cinco minutos a pié del periférico, quince minutos del metro Mixcoac, unas cuadras de Av. Alta Tensión y muy cerca de Av. San Antonio. Disfruta de la calidad de vida que te mereces en este exclusivo desarrollo con tan solo 19 departamentos y excelentes amenidades; roof garden, centro ejecutivo, bodega con candado, gimnasio equipado y seguridad 24h. Cada departamento cuenta con: - 54m2. - 2 recamaras con closet. - 1 baño completo con cancel de vidrio templado. - Cuarto de lavado. - Cocina equipada con bases de granito. - Bodega con candado. - Cajón de estacionamiento. Amenidades comunes únicas en el segmento: - Vigilancia 24 horas. - Cámaras de seguridad. - Acceso 100% controlado. - Roof garden con asador. - Gimnasio. - Business Center. EasyBroker id: eb-in1370",/propiedades/venta-departamento-en-alfonso-xiii-62280688.html,"MN 2,175,000",venta,,,,,
A Estrenar Exclusivo Depto en Miyana Torre Chapulín,"Granada, Miguel Hidalgo","Estrene exclusivo departamento con una excelente vista. Cuenta con 2 recámaras con baño, cocina abierta, medio baño de visitas y área de lavado. Las áreas comunes son como un club con todo los necesario: albercas, carril de nado, cancha de futbol, spinning, pilates, gimnasio, restaurante, baños con sauna y vapor, salón de juegos, ludoteca y muchas amenidades más. Estricta vigilancia. 2 cajones de estacionamiento (46 y 45) en fila, en el sótano E-40. Entrega inmediata. No deje de conocerlo! Excelente oportunidad!. EasyBroker id: eb-gc1649",/propiedades/a-estrenar-exclusivo-depto-en-miyana-torre-chapulin-59739164.html,"MN 9,700,000",venta,,,,,
Departamento Nuevo en Narvarte,"Narvarte Poniente, Benito Juárez","Departamento nuevo de 92m2 de construcción, más 4. 5m2 de balcón, 2 recámaras con closet, principal con Walk in Closet y baño completo con marmol en lava manos, 2 baños completos con cancel, muebles de baño y ventilación natural, sala, comedor, cocina semi equipada con estufa de 6 quemadores, campana y barra desayunadora de granito, área de lavado con calentador de paso de 2 servicios, 2 lugares de estacionamiento. El edificio es totalmente nuevo, cuenta con vigilancia y elevador, en una de las mejores colonias de la Alcaldía Benito Juarez, cerca de avenidas principales como Eje Central (Lázaro Cárdenas), Eje 5 (Eugenia), Eje 6 (Independencia), Dr. José Maria Vertiz, Tlalpan, Cuahutemoc, Viaducto, Cerca del metro Eugenia de la linea 3, y el metro Villa de cortés de la linea 2. Excelente para habitar o como inversión, zona con excelente rentabilidad!. Se aceptan todo tipo de créditos, ¡entrega inmediata!.",/propiedades/departamento-nuevo-en-narvarte-62749225.html,"MN 3,690,000",venta,,,,,
En Pre Venta Depto en Av Vallejo Frente a Plaza Parque Via Vallejo,"Nueva Vallejo, Gustavo A. Madero","Pre venta departamento en Av. Vallejo 720, Colonia Nueva Vallejo, Alcaldía gam. Está ubicado a una calle del Centro Comercial parque via vallejo, muy cerca de Hospital La Raza, Circuito Interior, enfrente de la estación Metrobús Magdalena de las Salinas, en una zona muy conectada, Centros comerciales, escuelas, parques, hospitales, Oxxo, tiendas varias, etc. ¡pre venta! Departamento de 59 m2. 2 recamaras con closet, 1 baño completo, Sala-comedor, Cocina equipada. Área de lavado. 1 lugar de estacionamiento. Excelente luz natural y altura en habitaciones. Vigilancia 24 horas, Elevador, Cisternas agua potable y pluvial, Jardín central con juegos infantiles, Gym, Salón de fiestas, área de asadores, coworking, entre otras amenidades. Informes y Citas al. Celular 55. Ver datos",/propiedades/en-pre-venta-depto-en-av-vallejo-frente-a-plaza-parque-63774573.html,"MN 2,424,796",venta,,,,,
Departamento - Polanco I Sección,"Polanco I Sección, Miguel Hidalgo","¡espectacular departamento en polanco! &nbsp;Remodelado a metros de Masaryk, excelente ubicación. El departamento consta de: 226 m2, 3 recamaras, 3 baños completos, 3 vestidores, 1 walk in closet, cuarto de servicio, espacios muy grandes de almacenamiento, cocina abierta, puerta de seguridad blindada, balcón, 2 lugares de estacionamiento. Venta: $Ver datos",/propiedades/departamento-polanco-i-seccion-64171693.html,"MN 13,500,000",venta,,,,,
Espectacular PH de 3 Recamaras en Mar Mediterráneo,"Popotla, Miguel Hidalgo","Solo 7 departamentos con un estilo unico en la colonia Tacuba. Sera el proyecto icono de la colonia que iniciará un proceso de plusvalía igual que la Roma, Condesa y Escandón. Cuenta con excelentes vías de comunicación, a solo 15 minutos de Polanco. Es una casa estilo francés que se restauraro toda la fachada y algunas partes interiores. Se trato de conservar la mayor cantidad de detalles de época de la casa. Cada departamento es único. Este departamento en uno de los ph y tiene 104 m2 habitables mas 91 m2 de roof garden privado / 3 recamaras / 2 baños completos / Sala, comedor y cocina / roof garden con acceso directo desde el depa y con medio baño / 1 estacionamiento independiente. Visitas solo con previa cita al Ver datos",/propiedades/espectacular-ph-de-3-recamaras-en-mar-mediterraneo-56358065.html,"MN 4,500,000",venta,,,,,
"Departamento Av Horacio #1712, Col. Polanco.","Polanco, Miguel Hidalgo","Invierte en una de las zonas mas rentables, exclusivas Y céntricas de la ciudad de méxico. Departamento totalmente remodelado en un primer piso, ideal para inversionistas para air bnb O familias grandes, cuenta con 7 recámaras totalmente equipadas con mobiliario nuevo, 3 baños completos, área de sala Y comedor, cocina, área de lavado Y 2 lugares de estacionamiento. Ubicado A tan sólo dos cuadras de periférico Y av. Mazarik.",/propiedades/departamento-av-horacio-1712-col.-polanco.-58901080.html,"MN 7,900,000",venta,,,,,
Departamento en Venta Residencial Terre Santa Fe,"Santa Fe, Alvaro Obregón","Departamento en venta de 155 M2, 3 recamaras, 2 baños completos, sala, comedor, cocina con cubierta de granito,, sala de T. V. , area de lavado, cuarto de servicio con baño, bodega, piso 12 excelente vista A santa fe, pisos nuevos, carpinteria, el condominio cuenta con muy buenas areas comunes. Alberca techada 25 mts. , area de asador, gimnasio, salon de fiestas, salon de adultos, ludoteca, jardines, juegos infantiles, salon de usos multlipes, estacionamiento visitas, seguridada las 24 hrs, area para mascotas. Etc.",/propiedades/departamento-en-venta-residencial-terre-santa-fe-58312823.html,"MN 7,500,000",venta,,,,,
Departamento Exterior en Venta en Eugenia,"Narvarte Poniente, Benito Juárez","Departamento en Venta Col Narvarte Poniente, Alcaldía Benito Juárez. Ubicado en Piso 3 exterior, cuenta con acceso inmediato a Eugenia, Av. Cuauhtémoc, Av. Universidad y División del Norte, entre otros, a media cuadra del Metro Eugenia, muy cerca de tiendas de Autoservicio, Bancos, Escuelas, Plaza Universidad, etc. - 3 recámaras con closet. - Sala. - Comedor. - Cocina. - Área de lavado. - 2 baños completos. - 2 Bodegas. - 2 estacionamientos independientes. - Vigilancia 24/7. EasyBroker id: eb-kq0166",/propiedades/departamento-exterior-en-venta-en-eugenia-64273474.html,"MN 4,150,000",venta,,,,,
Departamento con Amplios Espacios y Listo Para Habitar en Polanco,"Polanco I Sección, Miguel Hidalgo","Conoce este departamento en edificio clásico de Polanco, a dos cuadras de Periférico y una de Ejército Nacional. Consta de sala-comedor con salida al balcón. Cocina de muy buen tamaño con dos estufas. Estudio que puede ser una 4ta recámara o ampliar la estancia. Área de lavado y cuarto de servicio con baño. Tres recámaras con clóset; la principal con baño y walking. Un segundo baño completo para visitas y las dos recámaras. En segundo nivel. Con entrada principal y de servicio. Un lugar de estacionamiento (con opción a rentar otro) Portero 24 horas. Conserje 24 horas",/propiedades/departamento-con-amplios-espacios-y-listo-para-habitar-64226153.html,"MN 10,400,000",venta,,,,,
Departamento Garden House de 2 Recámaras en Col. Cuauhtemoc,"Cuauhtémoc, Cuauhtémoc","Departamento Garden House para Estrenar en La Col. Cuauhtemoc de 70. 23M2 Habitables + 5. 45M2 de Balcón + 16. 81 de Terraza, cuenta con dos recámaras, 2 baños completos, sala y comedor, cocina abierta, área de lavado, 1 lugar de estacionamiento en elevautos. EasyBroker id: eb-ju7511",/propiedades/departamento-garden-house-de-2-recamaras-en-col.-63504902.html,"MN 5,714,830",venta,,,,,
"Oportunidad de Inversion / Galileo, Polanco IV Secc","Polanco IV Sección, Miguel Hidalgo","Remato increible departamento en galileo, polanco iv seccion Ciudad de México, cdmx. * remato espectacular departamento * contacto Ver datos. muy por debajo de su valor comercial, este inmueble puede ser tuyo! Agenda tu cita y no dejes perder esta gran oportunidad son los últimos remates bancarios en esta zona. Excelente oportunidad de inversion, este inmueble lo puedes utilizar para venta, renta O remodelacion, se encuentra en una de las mejores zonas, no dejes ir esta gran oportunidad. Contactame no esperes mas! Si estas interesado en este inmueble, comunicate conmigo Y puedo brindarte la informacion que necesitas. Atención previa cita. importante. no se aceptan créditos hipotecarios, bancarios, infonavit o fovissste, el pago es de contado en 2 exhibiciones (cheque, transferencia, efectivo) . El costo de este inmuebles se encuentra entre el 30 y 70 % abajo de su valor real. Informes: lic. Eduardo cortÈS. Ver datos. (respondo whatsapp A cualquier hora)",/propiedades/oportunidad-de-inversion-galileo-polanco-iv-secc-62978727.html,"MN 1,000,000",venta,,,,,
Espectacular Departamento en Venta en Linda Vista,"Torres Lindavista, Gustavo A. Madero","Pads te presenta este amplio departamento dentro de un ambiente muy tranquilo y familiar ubicado en Torres Lindavista cercano a centros comerciales, club deportivo, centros educativos y zonas de servicios. Ideal para persona sola o pareja, ya que cuenta con una gran recámara con baño privado. Sala comedor muy iluminadas y cocina cerrada. Adicional tiene una bodega independiente de 20m2 que puede utilizarse como área de lavado. Llámanos para agendar tu visita! Co. pads#7670. EasyBroker id: eb-kr2994",/propiedades/espectacular-departamento-en-venta-en-linda-vista-64428307.html,"MN 2,950,000",venta,,,,,
Departamento Via Santa Fe,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos","Desarrollo vía santa fe frente al centro comercial el patio, corporativos banamex santander, colegios. 2 recamaras la principal con walk in closet recamara secundaria con closet Y el segundo baño completo se comparte con visitas amplia sala comedor, cocina equipada abierta, barra en granito, área de lavado independiente con puerta corrediza, persianas en todo el departamento Y black out en recamaras, canceles en cristal templado ambos baños, pisos en porcelanato, dos lugares de auto independientes, el desarrollo cuenta con las siguientes amenidades: gym equipado. ludoteca. área de para carne asada (eventos) juegos infantiles. salon para fiestas mantenimiento incluido",/propiedades/departamento-via-santa-fe-56481004.html,"MN 4,160,000",venta,,,,,
Magnifico Departamento en Venta en Santa Fe 3 de Recamaras y Estudio,"Santa Fe, Alvaro Obregón","Espectacular departamento en venta en Punta del Parque Santa Fe sobre Avenida Santa Fe, iluminado en excelente estado en la mejor avenida de Santa Fe, en piso alto, con una vista impresionante de 360º a toda la ciudad. Por su orientación es fresco en verano y cálido en invierno. Amplísima estancia con family integrado a la estancia y adicional un estudio, oficina o consultorio siendo el único departamento en todo el desarrollo que cuenta con esta área. Tiene tres recámaras, la principal cuenta con vestidor y baño con tina de hidromasaje. Todo el piso es de madera, cocina integral Quetzal, área de lavandería y cuarto de servicio con baño. Cuatro estacionamientos y bodega de gran tamaño. Es el único departamento en ese piso teniendo acceso directo al spa, gimnasio, alberca techada, sala de tv, terraza lounge haciendo estas áreas comunes casi una extensión al departamento. Otras amenidades con las que cuenta en planta baja: alberca al aire libre con camastros, amplios jardines, ludoteca, cine, salón de fiestas, juegos infantiles, área de mascotas. A una cuadra del parque la Mexicana, caminando al Tec de Monterrey, a 5 minutos de la Ibero y Costco Santa Fe, a un minuto de la supervía, centros comerciales, restaurantes, etc. Seguridad 24 horas. **Los precios pueden cambiar sin previo aviso",/propiedades/magnifico-departamento-en-venta-en-santa-fe-3-de-62980348.html,"MN 18,000,000",venta,,,,,
