name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos,toilets,age
Vidalta Torre Altaire II Departamento Obra Blanca a La Venta en (Mc),"Bosques de las Lomas, Cuajimalpa de Morelos","Bosques de las Lomas Residencial Vidalta Torre Altaire ii departamento en obra blanca a la venta pregunta por los diferentes metrajes Y precios (mc). Cuenta con 351 mts habitables + bodega de 9 mts + 71 mts de terraza, sala comedor amplios, 3 recámaras, 3. 5 baños, family, ventanales de piso a techo con Duovent sistema contra ruido, bodega, cuarto de lavado y servicio, elevador principal y de servicio, mant. $16, 000 mn. , 3 estacionamientos. Amenidades: alberca semi olímpica exterior, therma spa, sports &amp;amp; sushi bar, salón de adultos, restaurante, gym, alberca interior, salón de jóvenes, áreas verdes. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/vidalta-torre-altaire-ii-departamento-obra-blanca-a-la-64454766.html,"USD 1,175,000",venta,3.0,3.0,351.0,351.0,3.0,1.0,
Departamento en Venta en Los Manzanos 2 Recámaras,"Popotla, Miguel Hidalgo","Disfruta un departamento de 56 m2 de construcción, cuarto piso, cuenta con elevador, cisterna, balcón, estancia de sala-comedor, 2 habitaciones, 1 bañocompleto, 1 patio de servicio y 1 cajón de estacionamiento techado. El conjunto cuenta con vigilancia 24 horas. Está ubicado cerca de diferentes supermercados, plazas y cuenta con excelentes opciones a transporte público. Listo para entrega Inmediata. Encuentra más propiedades en Pulppo. com",/propiedades/departamento-en-venta-en-los-manzanos-2-recamaras-64085978.html,"MN 2,988,000",venta,2.0,,56.0,56.0,1.0,,
Departamento en Venta en Plaza Carso: 1 Recamara Exterior,"Ampliación Granada, Miguel Hidalgo",Departamento totalmente amueblado Y equipado. Muebles preciosos Y modernos. 70 M2. 1 recamara con baño completo Y vestidor. Area de lavado. Acabados de alta calidad. Amplias cristaleras. Muy luminoso. Lindas vistas. 1 cajon de estacionamiento. Vigilancia 24 horas. Estacionamiento para visitas. Amplio conjunto de amenidades. Torre muy tranquila Y segura. Conexion directa A la plaza. Todos los servicios alrededor. Ubicacion inmejorable. Muebles no incluidos en el precio.,/propiedades/departamento-en-venta-en-plaza-carso:-1-recamara-62586475.html,"MN 6,150,000",venta,1.0,,70.0,70.0,1.0,,
"Residencial Avivia, Departamento en Venta (Rc)","Bosque de las Lomas, Miguel Hidalgo","Bosques de las Lomas, Residencial Avivia Torre Acacias, departamentop en venta! (rc) 253m, 3 recamras, 3. 5 baños, sala, comedor, cocina con desayunador, cto de lavado y servicio, 2 estacionamientos pero caben 4, bodega, mant. $7, 600 mn, 2 elevadores. Areas comunes, alberca techada, y al aire libre, ludoteca, salon de fiestas, restaurante, gym, cancha de quash, salón de adultos, villar, cafeteria, spa, jardines. _____________________________________________________codigo de referencia Ver datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/residencial-avivia-departamento-en-venta-rc-64512694.html,"MN 12,400,000",venta,3.0,3.0,253.0,253.0,2.0,1.0,
Vendo Departamento Bosques de Las Lomas Abetos 101,"Bosques de las Lomas, Cuajimalpa de Morelos","Estudio. inmobiliario ofrece departamento en venta Bosques de las Lomas, seguridad, dos departamentos por piso, dos elevadores principal y de servicio. Excelente estado de conservación, soleado, luminoso, amplia estancia comedor, amplia cocina, tres recamaras, recamara principal con vestidor y baño, un baño se conecta para dos recamaras, medio baño de visitas, lavandería y cuarto de servicio con baño. Dos lugares de estacionamiento independientes. Areas Comunes: jardín con juegos infantiles, gimnasio y alberca techada, sala de cine, salón de fiestas, ludoteca, seguridad privada 24 hrs, monitores y cámara de seguridad. Elevador directo al Superama y centro comercial a media cuadra. Pet friendly. Mantenimiento $7, 000",/propiedades/vendo-departamento-bosques-de-las-lomas-abetos-101-63031908.html,"MN 11,500,000",venta,3.0,2.0,192.0,,2.0,1.0,
"PH Super Iluminado, 2 Recamaras 1 Estacionamiento","Del Valle Norte, Benito Juárez","Desarrollo en una de las Av. Más importantes de la cdmx. Su ubicación le ofrece a tu familia áreas de recreación como son parques donde pueden convivir, igualmente existen cerca del desarrollo tiendas de auto servicio, restaurantes entre otros. El departamento cuenta con: 2 recamaras. 2 baños completos. Sala comedor. Cocina. Cuarto de lavado. 1 estacionamiento",/propiedades/ph-super-iluminado-2-recamaras-1-estacionamiento-64546096.html,"MN 5,422,750",venta,2.0,2.0,77.0,122.0,1.0,,
Departamento en Venta en Colonia del Valle.,"Del Valle Sur, Benito Juárez","Vive como siempre habías deseado en este amplio departamento con una excelente ubicación en la Colonia del Valle. Podrás llegar caminando a la estación Coyoacán de la línea 3 del metro. Vivirás a unos pasos de parques, centros comerciales, oficinas, bancos, restaurantes, hospitales y todo lo que necesitas para vivir cómodamente a solo unas calles de Avenida Coyoacán y Avenida Universidad. El edificio, de tan solo 8 departamentos, uno por piso, cuenta con acceso directo desde el elevador por el que ingresarás a la gran área social de sala y comedor, con vista exterior arbolada y excelente ventilación. Medio baño para visitas y un amplísimo closet de blancos. La cocina integral, totalmente remodelada, cuenta con estufa, horno, doble tarja, triturador de residuos orgánicos, refrigerador de vinos, cajoneras con sistema push y moderna iluminación. Además un espacio perfecto para desayunador y una alacena independiente. Las 3 recámaras son muy amplias, en todas ellas, cabe perfecto una cama king size. Cada una tiene baño propio. Adicionalmente, la recámara principal cuenta con walking closet. El departamento incluye también un cuarto de lavado y cuarto de servicio con baño incluido que puede utilizarse cómodamente como cuarta recámara. En planta baja se encuentran los 2 cajones de estacionamiento en fila, que no se estorban con otros vecinos y tienen salida rápida a través del portón eléctrico. El edificio cuenta con vigilancia 24 horas y cerca electrificada en Planta Baja. Agenda una cita y ven a conocer tu nuevo hogar. Citas: 55 Ver datos y 55 Ver datos. EasyBroker id: eb-hu6423",/propiedades/departamento-en-venta-en-colonia-del-valle.-61527301.html,"MN 8,500,000",venta,3.0,4.0,249.0,249.0,2.0,1.0,
Departamento en Venta y Renta (Con Muebles) Calle Masaryk,"Polanco, Miguel Hidalgo","Departamento en Venta en Calle Masaryk, Col. Polanco. Tiene 256 mts. Cuenta con 3 recamaras, 3. 5 baños, sala, comedor, terraza con chimenea, Sala de tv, cocina integral con cuarzo, antecomedor, cuarto de lavado. Tiene 2 lugares de estacionamiento. Roof Gardem común. Vigilancia 24 horas. EasyBroker id: eb-fq9024",/propiedades/departamento-en-venta-y-renta-con-muebles-calle-59288447.html,"MN 18,000,000",venta,3.0,3.0,256.0,256.0,2.0,1.0,
Amplio PH con 92 m&sup2; de Roof Garden,"Santa María la Ribera, Cuauhtémoc","Bonito departamento en una de las colonias con mayor expansión de Alcaldía Cuauhtémoc. Amplios espacios, desarrollo de 12 departamentos, caseta de vigilancia, Lobby, cuenta con: 3 recamaras la principal con baño completo y closet. Sala comedor. Cocina abierta. 2 baños completos. Roof Garden privado con acceso directo de 92m2. 2 cajones de estacionamiento. 1 elevador",/propiedades/amplio-ph-con-92-m-sup2--de-roof-garden-64450597.html,"MN 5,190,000",venta,3.0,2.0,89.0,181.0,2.0,,
Impecable Departamento en Narvarte Oriente,"Narvarte Oriente, Benito Juárez","Se vende departamento Narvarte Oriente, 4 recámaras, 3 baños completos, dos lugares de estacionamiento, cuarto piso sin elevador. Edificio de 40 años de antigüedad.",/propiedades/impecable-departamento-en-narvarte-oriente-64307586.html,"MN 4,600,000",venta,4.0,3.0,168.0,168.0,2.0,,
Lomas de Chapultepec Departamento a La Venta en Residencial Unique (Js),"Lomas de Chapultepec, Miguel Hidalgo","Lomas de Chapultepec hermoso departamento a la venta en Residencial uniq (js). Consta de 230mts, sala - comedor amplios, cocina de granito con despensa, 3 recamaras con baño y vestidor cada una, family, área de lavado y cuarto de servicio con baño, mantenimiento $Ver datos mn. , pisos de madera y mármol, 2 estacionamientos. Amenidades: alberca, gym, salón adulto y jóvenes ludoteca, yoga, salón de fiestas, seguridad privada y circuito cerrado 24/7, spa para hombres y mujeres, zona para mascotas. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/lomas-de-chapultepec-departamento-a-la-venta-en-64454811.html,"MN 20,000,000",venta,3.0,3.0,230.0,230.0,2.0,1.0,
Bosques del As Lomas Departamento a La Venta en Paseo de Tamarindos (Sl),"Bosques de las Lomas, Cuajimalpa de Morelos","Bosques de las Lomas departamento a la venta en Paseo de Tamarindos (sl). Cuenta con 149 mts. , sala, comedor con pisos de madera de ingeniería, cocina, 3 recamaras la principal con baño vestidor, la 2da recamara con vestidor y la 3ra con closet, 2 baños completos, cuarto de lavado y de servicio, mantenimiento $ 3500 pesos, bodega, 2 cajones de estacionamiento. Amenidades: jardin, área infantil y salón de usos múltiples. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/bosques-del-as-lomas-departamento-a-la-venta-en-paseo-64512718.html,"MN 7,500,000",venta,3.0,3.0,149.0,149.0,2.0,,
"Departamento en Polanco I Sección, Miguel Hidalgo","Polanco, Miguel Hidalgo",Venta de Extraordinario Departamento ubicado en una delas calles mas emblemáticas de Polanco. Decorado con un gusto esquisto y muy propio para un ejecutivo que puede también tener juntas privadas en su área social. Tres recámaras con baño propio*amueblado*CaracterísticasGarajeSeguridad 24 horasEncuentra más propiedades en Pulppo. com,/propiedades/departamento-en-polanco-i-seccion-miguel-hidalgo-64098802.html,"USD 1,500,000",venta,3.0,3.0,325.0,325.0,2.0,,
Vendo Departamento Santa Fe Paradox,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos","Estudio. inmobiliario pone a su disposición departamento en piso 16 con vista a La Mexicana en el más emblemático y completo desarrollo inmobiliario de Santa Fe. Península Santa Fe Torre paradox es un rascacielos ubicado al poniente de la Ciudad de México, su diseño es de estilo post-modernista y es el edificio más alto de Santa Fe, proyecto fue rediseñado por Varabyeu Partners, Skidmore Owens & Merrill. Paradox se ubica entre Av Santa Fe y Paseo de los Arquitectos, rodeado de grandes edificaciones, y rodeado por una gran diversidad de equipamiento, como centros comerciales, universidades, corporativos importantes, y el parque La Mexicana. Torre Paradox esta conformada por tres torres, se trata de una abstracción de una geometría lineal de la cual se desprenden tallos con distintos grados de inclinación creando líneas flexibles que termina por incorporarse al paisaje urbano. Paradox está conformado por tres torres de diferentes alturas, La torre A siendo la más alta con 60 niveles, la torre B con 45 niveles y la torre C con 26 niveles. Este proyecto inyecto un toque de frescura, capaz de transmitir los altos estándares de vanguardia, confort y calidez. El departamento cuenta con una amplia sala comedor abierta a la cocina, con buen área de guardado y vista a La Mexicana. Siempre tendrás horizonte sin obstáculos visuales. Tres recámaras, la principal con doble vestidor, y baño, las secundarias con baño y closets. Todas con vista abierta hacia el parque. Si lo que deseas es vivir en Santa Fe, sin lugar a dudas paradox es el edificio más importante y un icono del sky line del poniente de la Ciudad. Cuenta con magnificas y completas áreas comunes: Alberca techada, gimnasio, salón de eventos, ludoteca, spa, terrazas en piso 34 y 24 con vistas 360 grados, coworking y amplias areas para recibir. Dos lugares autónomos de estacionamiento en nivel cero (espaciosos y cómodos)",/propiedades/vendo-departamento-santa-fe-paradox-64212573.html,"MN 15,950,000",venta,3.0,3.0,193.0,,2.0,1.0,
Estrena Departamento Exterior con Balcón,"Cuauhtémoc, Cuauhtémoc","Rio Rhin, departamentos en colonia Cuauhtémoc. Hermoso desarrollo habitacional en la colonia Cuauhtémoc, rodeado de parques, restaurantes, cafés etc. A pocas cuadras de avenidas principales y estación del metro y metrobus. Lobby, elevador, vigilancia, (Bodegas y Cajones Extras) interesados contactar en dia Y horario abierto",/propiedades/estrena-departamento-exterior-con-balcon-64443595.html,"MN 6,200,000",venta,2.0,2.0,86.0,86.0,1.0,1.0,
Departamento en Venta en Paseos de Taxqueña 3 Recámaras,"Taxqueña, Coyoacán","Departamento de 106. 1 m2 de construcción, cisterna, elevador, estancia de sala-comedor, 3 habitaciones, 2 baños completos, 1 cajón de estacionamiento techado. Está ubicado cerca de diferentes supermercados, plazas y cuenta con excelentes opciones a transporte público. Listo para entrega Inmediata. Encuentra más propiedades en Pulppo. com",/propiedades/departamento-en-venta-en-paseos-de-taxquena-3-64079102.html,"MN 3,200,000",venta,3.0,2.0,106.0,106.0,1.0,,
"Venta Departamento, Bosques de Las Lomas","Bosques de las Lomas, Cuajimalpa de Morelos","Moderno departamento 100% reconstruido y remodelado, con mucha luz y excelente temperatura. Dos departamentos por piso. Acabados de primera calidad: pisos de madera y Porcelanato, baños y cocina con cubiertas de granito importado, calefacción y doble vidrio en las recámaras ayudan a mantener la temperatura óptima. Gran área de sala-comedor. El family-tv room puede ser aislado mediante una puerta plegable al igual que el área de recámaras que es aislada mediante una puerta que las separa del área social. Las tres recámaras son de generosas dimensiones. El edificio cuenta con agradable jardín con juegos infantiles, alberca, salón de eventos con explanada y cancha de tenis. Ubicación a unos metros de Arcos Bosques y 5 min. De Santa Fe. Ven y conócelo!!. EasyBroker id: eb-kh4840",/propiedades/venta-departamento-bosques-de-las-lomas-63956758.html,"MN 12,950,000",venta,3.0,3.0,330.0,330.0,2.0,1.0,
Departamento Exterior con Amplio Balcón y Vista Frente a Parque,"Nápoles, Benito Juárez","Exclusivo Desarrollo con solo 10 Departamentos frente a hermoso parque. Departamento con gran tamaño, excelente iluminación, ventilación y los mejores acabados de la zona. Con una ubicación privilegiada de alta plusvalía en Napoles, una gran opción para los que buscan tener todo al alcance de la mano. Departamento ubicado en 3 piso de 130. 50 m2 Habitables distribuidos en: - Amplia sala-comedor con acceso a balcón y vista al parque. - Cocina integral con cubierta de quarzo equipada con: Parrilla, horno, lavavajillas, campana, microondas y tarja de la marca Teka. - Sala de televisión con closet de blancos y baño de vistas con ventilación natural. - Habitación principal con vestidor walk-in, baño con ventilación natural y balcón privado. - Habitación secundaria con amplios closets, baño privado con ventilación natural. - Cuarto de lavado. - 2 lugares de estacionamiento de fácil acceso. Además: - Área de servicio al interior. - Bodegas disponibles. - Caseta de vigilancia",/propiedades/departamento-exterior-con-amplio-balcon-y-vista-frente-64433497.html,"MN 8,590,000",venta,2.0,2.0,130.0,130.0,2.0,1.0,
Gran Departamento en Planta Baja con Doble Altura,"Roma Sur, Cuauhtémoc","Edificio de solo 5 departamentos, elevador, vigilancia 24 horas, cerca de Av principales como Viaducto, Baja California, Cuauhtémoc, a poca distancia a pie de restaurantes, cafeterías, centros comerciales y el parque Ramón López Velarde. El departamento cuenta con. 3 habitaciones, la principal con baño completo. 3 baños completos en total. Sala de tv. Estancia amplia. Terraza. 2 estacionamientos. Doble altura. Acabados de alto nivel. Entrega noviembre 2022",/propiedades/gran-departamento-en-planta-baja-con-doble-altura-64442798.html,"MN 8,906,000",venta,3.0,3.0,140.0,140.0,2.0,,
Baja Precio Bosques de Las Lomas Departamento de Lujo a La Venta en Residencial Portofino (Gr),"Bosques de las Lomas, Cuajimalpa de Morelos","Baja precio Bosques de las Lomas departamento de lujo a la venta en Residencial Portofino, Ahuehuetes Norte (gr). Cuenta con 440m, estancia amplia con vista panorámica, cocina integral, 4 recamaras, 2 estudios, oficina, 4. 5 baños, bodega, cuarto de servicio lavado, mantenimiento $Ver datos pesos, 4 estacionamientos, 9 elevadores, seguridad privada, finos acabados. Amenidades: cancha de tenis, ludoteca, gimnasio, alberca techada y descubierta, juegos infantiles, jardín, salón de fiestas. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/baja-precio-bosques-de-las-lomas-departamento-de-lujo-64512706.html,"MN 31,900,000",venta,4.0,4.0,440.0,440.0,4.0,1.0,
"Polanco, Departamento Mh 301 a La Venta Para Estrenar en Goldsmith 222 (Js/vm)","Polanco III Sección, Miguel Hidalgo","Polanco, Goldsmith 222 Mid House 301. Departamento desarrollado en 1 planta, cuenta con 264m, terraza de 8m. Consta de sala, comedor, cocina, medio baño de visitas, family, 3 recamaras con baño y vestidor, cuarto de lavado y servicio con baño, 2 estacionamientos. Entrega inmediata en obra gris para decorar al gusto. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/polanco-departamento-mh-301-a-la-venta-para-estrenar-64291052.html,"USD 1,480,700",venta,3.0,3.0,272.0,272.0,2.0,1.0,
Sendero Santa Fe 144 m&sup2; + 13 M&sup2;balcon + 48 M&sup2;terraza 3 Rec Amenidades 205 m&sup2; Totales,"Santa Fe, Alvaro Obregón","Vendo increible departamento es unico dentro del residencial tiene 3 recamaras, mas 13 M2 de balcon, mas 48M2 de terraza propia en total son 205M2 tiene 3 lugares de estacionamiento Y bodega. las recamaras: la principla muy amplia cabe perfecto una king size Y tiene vestidor Y baño, las dos remaras secundarias son amplias tambien caben quen size O dos matrimoniales Y tiene super closet comparten un baño completo. Sala comedor son amplios Y tiene espacio para un family hay un medio baño para visitantes. cocina integral con cubierta de granito full alacenas Y area de lavado. El depto es unico pero las amenidades son otro plus: alberca techada tres carriles de nado. chapoteadero. jacuzzi. dos salones de jovenes. dos salones de adultos. dos salones de eventos para 80 personas. dos gimnasios super equipados. jardines Y areas de asadores. ludoteca. salon de baile. area de reserva zona arbolada ideal para salir A leer O pasear A tu mascota. todo esto es sendero santa fe hablanos sera un placer poderle atender. sabemos que su tiempo Y su patrimonio no podra ser mejor invertido",/propiedades/sendero-santa-fe-144-m-sup2--13-m-sup2-balcon-48-64331171.html,"MN 8,800,000",venta,3.0,2.0,205.0,205.0,3.0,1.0,
"Se Vende Departamento a Dos Cuadras de Reforma, Anzures","Anzures, Miguel Hidalgo","Se vende departamento distribuido en dos pisos a minutos de Reforma, &nbsp; en la Anzures, Miguel Hidalgo. Muy amplio con&nbsp; 184 m2&nbsp; que le permiten tener sala, comedor, cocina integral, &nbsp; family room, 3 recámaras, y 2 lugares de estacionamiento (vigilante recibe y entrega automóvil). Se quedan lámparas y persianas. &nbsp; Agenda una cita para conocerlo! Vía WhatsApp o por teléfono&nbsp;con Noemi al Ver datos o con Mariana al Ver datos. &nbsp;M&nbsp;",/propiedades/se-vende-departamento-a-dos-cuadras-de-reforma-64325098.html,"MN 9,100,000",venta,3.0,3.0,184.0,184.0,2.0,,
Exclusivo Departamento Para Estrenar en Be Grand Alto Pedreg,"Pedregal de Carrasco, Coyoacán","Precioso departamento en venta en Be Grand Alto Pedregal, super iluminado, ubicado en el piso 10, por lo cual goza de maravillosas vistas y con una terraza de 12m2. Consta de dos recámaras, la principal con vestidor, 2 baños, sala, comedor, cocina, cuarto de servicio y cuarto de lavado. El edificio cuenta con numerosas amenidades: alberca, jacuzzi, business center, sala para adultos, juegos para niños y salón de usos múltiples, entre otras. Agenda tu cita al. - 55Ver datos. - 55Ver datos. Aviso de privacidad, así como quejas, sugerencias y más: El precio es más gastos e impuestos de escrituración. EasyBroker id: eb-dm4089",/propiedades/exclusivo-departamento-para-estrenar-en-be-grand-alto-64480183.html,"MN 5,700,000",venta,2.0,2.0,112.0,112.0,2.0,,
Gran Departamento con Acabados de Lujo y Amplio Patio Listo Para Estrenar,"Nápoles, Benito Juárez","Arizona es un proyecto inmobiliario único en la colonia Nápoles por el tamaño de sus departamentos ya que normalmente en la zona se venden o departamentos de 65 o de 90 mts2 y por lo bien distribuido de sus espacios, sus estacionamientos al piso y su acceso es por rampa normal (no elevador de autos), solo 16 departamentos. Tenemos departamentos con amplias terrazas y roof garden Privados con acceso directo del departamento al roof. -contactar en dia Y horario abierto-",/propiedades/gran-departamento-con-acabados-de-lujo-y-amplio-patio-64317540.html,"MN 5,650,790",venta,2.0,2.0,73.0,73.0,2.0,,
Departamento en Venta en Recidencial Via Santa Fe,"Santa Fe Cuajimalpa, Cuajimalpa de Morelos","Departamento en venta Residencial vía santa fe. Precio 5, 500, 000 mn. El departamento tiene un metraje de 105 m2 se ubica en torre 2 interior 15 el departamento cuenta con 2 recamaras, 2 baños completos, sala comedor, cocina, área de lavado, 2 cajones de estacionamiento y bodega. Áreas comunes: gimnasio, ludoteca, jardín con juegos infantiles y salón de asadores, salón de fiestas con cocina, baños y jardín. También cuenta con servicio de transporte por las áreas de Santa Fe. Direccion: Prolongacion Paseo de la Reforma 355 interior 1503 residencial vía santa fe torre 2. Cp Ver datos. Mantenimiento 3, 700 incluye agua y gas. Janet Díaz García. Cel: Ver datos. Mail: Ver datos. EasyBroker id: eb-kr4229",/propiedades/departamento-en-venta-en-recidencial-via-santa-fe-64309366.html,"MN 5,500,000",venta,2.0,2.0,105.0,105.0,2.0,1.0,
Santa Maria La Ribera,"Santa María la Ribera, Cuauhtémoc","La hermosa propiedad tiene muy buena distribución de espacios, excelente. iluminación, sala, comedor, cocina integral, 2 recámaras y 2 baños completos. Adicionalmente podrás disponer de 1 cajón de estacionamiento. Vivirás cómodamente en tu nuevo hogar en una excelente ubicación, tendrás a tu. alcance todo lo que necesitas, como áreas verdes, centros comerciales, restaurantes y centros recreativos. EasyBroker id: eb-kb4362",/propiedades/santa-maria-la-ribera-63976829.html,"MN 3,895,000",venta,2.0,2.0,87.0,87.0,1.0,,
Departamento Preventa Colonia Insurgentes Mixcoac Cádiz 90,"Insurgentes Mixcoac, Benito Juárez","Cádiz 90, desarrollo localizado en Insurgentes Mixcoac, colonia con alto valor histórico y zona privilegiada. Desarrollo referencia en la zona sur por su diseño y amenidades. Proyecto en 5 niveles distribuido en 3 secciones. Amenidades: Salón de Eventos con terraza, Business Center, Gimnasio, Ludoteca, Spa, PlayRoom, Cine y TopGrill. Departamento de 2 habitaciones con opción a 1 + Closet Vestidor, 2 baños completos, sala comedor y cocina integradas. Clóset de lavado. 1 cajón de estacionamiento. -Jardineras. -Bodega. -Opción a 2º cajón de estacionamiento (costo adicional) Escuelas Cercanas: Colegio Williams Campus Mixcoac, Montessori de San José Insurgentes, Colegio Avante. Avenidas Principales: Rio Mixcoac, Insurgentes Sur, Rio becerra, Anillo Periférico. Entrega Aproximada: Mayo 2023",/propiedades/departamento-preventa-colonia-insurgentes-mixcoac-62343111.html,"MN 3,993,139",venta,2.0,2.0,59.0,61.0,1.0,,
Departamento Park Alpes,"Las Águilas, Alvaro Obregón","Desarrollo de 57 departamentos. Llega un elegante y moderno desarrollo a. la calle Gutiérrez Zamora #19, Park Alpes. es un excelente lugar para vivir e invertir, rodeada de vialidades importantes, centros comerciales, restaurantes, iglesias, parques y mucho más. Este moderno, exclusivo y elegante. desarrollo tiene un excelente diseño, con. acabados de lujo, en un justo equilibrio. entre la sobriedad, el diseño de buen. gusto, y una cuidadosa selección de. materiales. Cuentan con: 2 recámaras. 2 baños. de 90 A 184 M2. 2 espacios de estacionamiento. departamento 703 con roof garden. desde: $ 6, 118, 494. fecha de entrega: agosto 2021. EasyBroker id: eb-hf1638",/propiedades/departamento-park-alpes-60866978.html,"MN 6,118,494",venta,2.0,2.0,90.0,90.0,2.0,,
Bosques de Las Lomas Departamento Amueblado y Equipado a La Venta en Trianon (Vg),"Bosques de las Lomas, Cuajimalpa de Morelos","Bosques de las Lomas departamento amueblado y equipado a la venta en Trianon (vg). Consta de 420 mts. , sala, comedor, cocina integral con refrigerador y congelador subzero, antecomedor, balcón, 3 recámaras con walk-in closet, 3. 5 baños, estudio, oficina, cuarto de lavado, cuarto de servicio, mantenimiento $Ver datos mn. , 4 estacionamientos, amplia bodega. Excelentes áreas comunes: alberca techada, alberca exterior, canchas de tennis, jardines con juegos infantiles, jacuzzi, gimnasio super equipado, salón de fiestas para 200 personas, salón de usos múltiples, cancha de fútbol. Cuenta con servicios de mantenimiento. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/bosques-de-las-lomas-departamento-amueblado-y-equipado-64454777.html,"MN 18,000,000",venta,3.0,3.0,420.0,420.0,4.0,1.0,
Gran Pent House con Grandes Espacios y Roof Top,"Del Valle Norte, Benito Juárez","Vivienda de 2 habitaciones con grandes ventanas y vista a muro verde, balcon en estancia, cuenta con cocina abierta con cubierta de mármol, gran espacio de almacenamiento, cuarto de lavado independiente con lavadero y calentador instantáneo, las dos recamaras cuentan con acceso a balcón, la principal con baño completo y vestidor, la carpintería es en madera de Nogal, todo el departamento tiene pisos de mármol, igualmente los baños, canceles de vidrio, iluminación y ventilación natural en todos sus espacios, 1 estacionamiento, Tienen acceso a Roof top Privado desde el interior de el departamento, cuenta con bodega y barra, además Roof Garden de uso común totalmente equipado, vigilancia 24 horas, circuito cerrado de tv, elevador. 90m² Habitables. 8 m² balcón. 3m² Bodega. 37 m² Roof Top privado. Entrega junio 2022. Te lo vas a perder? . Contactanos, estamos encantados de ayudarte a encontrar tu próximo hogar . .",/propiedades/gran-pent-house-con-grandes-espacios-y-roof-top-63206317.html,"MN 5,744,000",venta,2.0,2.0,90.0,138.0,1.0,,
